Player: 柯洁, Date: 2015-12-31, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 柯洁, Date: 2015-11-01, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 范蕴若
Player: 柯洁, Date: 2015-10-31, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 柯洁, Date: 2015-10-30, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 柯洁, Date: 2015-10-28, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 柯洁, Date: 2015-10-24, Rating: 3690, Black and White: 执黑, Result: 负, Opponent: 黄云嵩
Player: 柯洁, Date: 2015-10-17, Rating: 3690, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 柯洁, Date: 2015-10-13, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 柯洁, Date: 2015-10-12, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 周贺玺
Player: 柯洁, Date: 2015-10-10, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 柯洁, Date: 2015-10-08, Rating: 3689, Black and White: 执黑, Result: 胜, Opponent: 卞相壹
Player: 柯洁, Date: 2015-10-06, Rating: 3689, Black and White: 执白, Result: 胜, Opponent: 罗玄
Player: 柯洁, Date: 2015-09-29, Rating: 3689, Black and White: 执黑, Result: 负, Opponent: 时越
Player: 柯洁, Date: 2015-09-27, Rating: 3688, Black and White: 执白, Result: 胜, Opponent: 安冬旭
Player: 柯洁, Date: 2015-09-24, Rating: 3688, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 柯洁, Date: 2015-09-09, Rating: 3687, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 柯洁, Date: 2015-09-08, Rating: 3687, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 柯洁, Date: 2015-09-05, Rating: 3687, Black and White: 执黑, Result: 胜, Opponent: 廖行文
Player: 柯洁, Date: 2015-09-03, Rating: 3686, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 柯洁, Date: 2015-09-01, Rating: 3686, Black and White: 执黑, Result: 胜, Opponent: 戎毅
Player: 柯洁, Date: 2015-08-30, Rating: 3686, Black and White: 执黑, Result: 胜, Opponent: 王泽锦
Player: 柯洁, Date: 2015-08-22, Rating: 3685, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 柯洁, Date: 2015-08-21, Rating: 3685, Black and White: 执白, Result: 胜, Opponent: 柁嘉熹
Player: 柯洁, Date: 2015-08-21, Rating: 3685, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 柯洁, Date: 2015-07-27, Rating: 3681, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 柯洁, Date: 2015-07-19, Rating: 3680, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 柯洁, Date: 2015-07-18, Rating: 3679, Black and White: 执白, Result: 胜, Opponent: 王元均
Player: 柯洁, Date: 2015-07-17, Rating: 3679, Black and White: 执白, Result: 负, Opponent: 唐韦星
Player: 柯洁, Date: 2015-07-11, Rating: 3678, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 柯洁, Date: 2015-07-09, Rating: 3678, Black and White: 执白, Result: 胜, Opponent: 张强
Player: 柯洁, Date: 2015-07-07, Rating: 3678, Black and White: 执黑, Result: 胜, Opponent: 秦悦欣
Player: 柯洁, Date: 2015-07-04, Rating: 3678, Black and White: 执白, Result: 胜, Opponent: 连笑
Player: 柯洁, Date: 2015-07-02, Rating: 3678, Black and White: 执白, Result: 胜, Opponent: 谢尔豪
Player: 柯洁, Date: 2015-06-30, Rating: 3677, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 柯洁, Date: 2015-06-25, Rating: 3677, Black and White: 执白, Result: 胜, Opponent: 柁嘉熹
Player: 柯洁, Date: 2015-06-23, Rating: 3677, Black and White: 执黑, Result: 胜, Opponent: 朴键昊
Player: 柯洁, Date: 2015-06-22, Rating: 3676, Black and White: 执白, Result: 胜, Opponent: 丁世雄
Player: 柯洁, Date: 2015-06-22, Rating: 3676, Black and White: 执白, Result: 胜, Opponent: 石豫来
Player: 柯洁, Date: 2015-06-21, Rating: 3676, Black and White: 执黑, Result: 胜, Opponent: 宋知勋
Player: 柯洁, Date: 2015-06-20, Rating: 3676, Black and White: 执黑, Result: 胜, Opponent: 张家豪
Player: 柯洁, Date: 2015-06-20, Rating: 3676, Black and White: 执白, Result: 胜, Opponent: 廖元赫
Player: 柯洁, Date: 2015-06-18, Rating: 3676, Black and White: 执白, Result: 胜, Opponent: 李东勋
Player: 柯洁, Date: 2015-06-17, Rating: 3676, Black and White: 执白, Result: 负, Opponent: 申旻埈
Player: 柯洁, Date: 2015-06-13, Rating: 3675, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 柯洁, Date: 2015-06-10, Rating: 3675, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 柯洁, Date: 2015-06-08, Rating: 3675, Black and White: 执白, Result: 胜, Opponent: 卞相壹
Player: 柯洁, Date: 2015-05-28, Rating: 3673, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 柯洁, Date: 2015-05-20, Rating: 3672, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 柯洁, Date: 2015-05-16, Rating: 3671, Black and White: 执白, Result: 胜, Opponent: 陶欣然
Player: 柯洁, Date: 2015-05-11, Rating: 3671, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 柯洁, Date: 2015-05-08, Rating: 3670, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 柯洁, Date: 2015-05-06, Rating: 3670, Black and White: 执黑, Result: 胜, Opponent: 毛睿龙
Player: 柯洁, Date: 2015-04-29, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 柯洁, Date: 2015-04-26, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 柯洁, Date: 2015-04-22, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 黄云嵩
Player: 柯洁, Date: 2015-04-05, Rating: 3667, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 柯洁, Date: 2015-04-03, Rating: 3667, Black and White: 执黑, Result: 胜, Opponent: 於之莹
Player: 柯洁, Date: 2015-03-14, Rating: 3665, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 柯洁, Date: 2015-03-10, Rating: 3664, Black and White: 执黑, Result: 负, Opponent: 时越
Player: 柯洁, Date: 2015-03-09, Rating: 3664, Black and White: 执黑, Result: 胜, Opponent: 马逸超
Player: 柯洁, Date: 2015-03-09, Rating: 3664, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 柯洁, Date: 2015-01-29, Rating: 3660, Black and White: 执黑, Result: 负, Opponent: 辜梓豪
Player: 柯洁, Date: 2015-01-27, Rating: 3660, Black and White: 执黑, Result: 胜, Opponent: 周贺玺
Player: 柯洁, Date: 2015-01-23, Rating: 3660, Black and White: 执黑, Result: 胜, Opponent: 范廷钰
Player: 柯洁, Date: 2015-01-22, Rating: 3660, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 柯洁, Date: 2015-01-21, Rating: 3659, Black and White: 执白, Result: 胜, Opponent: 谢尔豪
Player: 柯洁, Date: 2015-01-20, Rating: 3659, Black and White: 执白, Result: 胜, Opponent: 王昊洋
Player: 柯洁, Date: 2015-01-14, Rating: 3659, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 柯洁, Date: 2015-01-13, Rating: 3658, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 柯洁, Date: 2015-01-11, Rating: 3658, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 朴廷桓, Date: 2015-12-24, Rating: 3653, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2015-12-19, Rating: 3653, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2015-12-18, Rating: 3653, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 朴廷桓, Date: 2015-12-18, Rating: 3653, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 朴廷桓, Date: 2015-12-17, Rating: 3653, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 朴廷桓, Date: 2015-12-14, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 申真谞
Player: 朴廷桓, Date: 2015-12-10, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 朴廷桓, Date: 2015-12-08, Rating: 3652, Black and White: 执白, Result: 负, Opponent: 洪性志
Player: 朴廷桓, Date: 2015-12-07, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 安成浚
Player: 朴廷桓, Date: 2015-12-05, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2015-12-01, Rating: 3652, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 朴廷桓, Date: 2015-11-23, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 申润昊
Player: 朴廷桓, Date: 2015-11-12, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 申旻埈
Player: 朴廷桓, Date: 2015-11-10, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴廷桓, Date: 2015-11-08, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 朴廷桓, Date: 2015-10-28, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 朴廷桓, Date: 2015-10-22, Rating: 3651, Black and White: 执黑, Result: 负, Opponent: 朴进率
Player: 朴廷桓, Date: 2015-10-17, Rating: 3651, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2015-10-15, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 杨鼎新
Player: 朴廷桓, Date: 2015-10-12, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 金显灿
Player: 朴廷桓, Date: 2015-10-10, Rating: 3651, Black and White: 执白, Result: 负, Opponent: 檀啸
Player: 朴廷桓, Date: 2015-10-08, Rating: 3651, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 朴廷桓, Date: 2015-10-06, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 周贺玺
Player: 朴廷桓, Date: 2015-10-02, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 罗玄
Player: 朴廷桓, Date: 2015-09-30, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 姜儒泽
Player: 朴廷桓, Date: 2015-09-24, Rating: 3651, Black and White: 执白, Result: 负, Opponent: 许映皓
Player: 朴廷桓, Date: 2015-09-21, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 朴廷桓, Date: 2015-09-20, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 朴廷桓, Date: 2015-09-09, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 甘思阳
Player: 朴廷桓, Date: 2015-09-08, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 朴廷桓, Date: 2015-09-05, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 朴廷桓, Date: 2015-09-03, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 金世东
Player: 朴廷桓, Date: 2015-08-30, Rating: 3651, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 朴廷桓, Date: 2015-08-28, Rating: 3651, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2015-08-26, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 李东勋
Player: 朴廷桓, Date: 2015-08-25, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 廖行文
Player: 朴廷桓, Date: 2015-08-21, Rating: 3652, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 朴廷桓, Date: 2015-08-10, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 朴廷桓, Date: 2015-08-09, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 柁嘉熹
Player: 朴廷桓, Date: 2015-08-08, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 朴廷桓, Date: 2015-07-24, Rating: 3652, Black and White: 执白, Result: 负, Opponent: 金显灿
Player: 朴廷桓, Date: 2015-07-17, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2015-07-11, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 陈贤
Player: 朴廷桓, Date: 2015-07-09, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2015-07-07, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 伊利亚什克辛
Player: 朴廷桓, Date: 2015-07-04, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 柳珉滢
Player: 朴廷桓, Date: 2015-06-30, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 朴廷桓, Date: 2015-06-28, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 韩态熙
Player: 朴廷桓, Date: 2015-06-25, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 朴廷桓, Date: 2015-06-22, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 李廷宇
Player: 朴廷桓, Date: 2015-06-18, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 姜升旼
Player: 朴廷桓, Date: 2015-06-14, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 金世东
Player: 朴廷桓, Date: 2015-06-13, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 朴廷桓, Date: 2015-06-10, Rating: 3652, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 朴廷桓, Date: 2015-06-08, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 朴廷桓, Date: 2015-05-28, Rating: 3651, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2015-05-20, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 朴廷桓, Date: 2015-05-16, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 金东昊
Player: 朴廷桓, Date: 2015-05-11, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 周贺玺
Player: 朴廷桓, Date: 2015-05-08, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 朴河旼
Player: 朴廷桓, Date: 2015-05-02, Rating: 3650, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 朴廷桓, Date: 2015-05-01, Rating: 3650, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 朴廷桓, Date: 2015-04-25, Rating: 3650, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 朴廷桓, Date: 2015-04-22, Rating: 3650, Black and White: 执黑, Result: 胜, Opponent: 严欢
Player: 朴廷桓, Date: 2015-03-16, Rating: 3647, Black and White: 执黑, Result: 胜, Opponent: 李勇赞
Player: 朴廷桓, Date: 2015-02-23, Rating: 3645, Black and White: 执白, Result: 负, Opponent: 李东勋
Player: 朴廷桓, Date: 2015-02-17, Rating: 3645, Black and White: 执白, Result: 负, Opponent: 朴正祥
Player: 朴廷桓, Date: 2015-02-12, Rating: 3645, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 朴廷桓, Date: 2015-02-11, Rating: 3645, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 朴廷桓, Date: 2015-02-09, Rating: 3645, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 朴廷桓, Date: 2015-02-06, Rating: 3644, Black and White: 执黑, Result: 负, Opponent: 李东勋
Player: 朴廷桓, Date: 2015-02-04, Rating: 3644, Black and White: 执黑, Result: 负, Opponent: 陈时映
Player: 朴廷桓, Date: 2015-01-27, Rating: 3645, Black and White: 执白, Result: 胜, Opponent: 白洪淅
Player: 朴廷桓, Date: 2015-01-19, Rating: 3645, Black and White: 执白, Result: 胜, Opponent: 李东勋
Player: 朴廷桓, Date: 2015-01-14, Rating: 3645, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2015-01-12, Rating: 3645, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2015-01-09, Rating: 3645, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2015-01-06, Rating: 3645, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 时越, Date: 2015-12-19, Rating: 3584, Black and White: 执黑, Result: 胜, Opponent: 郭以明
Player: 时越, Date: 2015-12-18, Rating: 3584, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 时越, Date: 2015-12-18, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 时越, Date: 2015-12-17, Rating: 3584, Black and White: 执黑, Result: 胜, Opponent: 陈志轩
Player: 时越, Date: 2015-12-09, Rating: 3584, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 时越, Date: 2015-12-08, Rating: 3584, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 时越, Date: 2015-12-06, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 时越, Date: 2015-12-04, Rating: 3584, Black and White: 执黑, Result: 负, Opponent: 檀啸
Player: 时越, Date: 2015-11-18, Rating: 3585, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 时越, Date: 2015-11-16, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 时越, Date: 2015-11-13, Rating: 3585, Black and White: 执白, Result: 胜, Opponent: 李轩豪
Player: 时越, Date: 2015-11-08, Rating: 3585, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 时越, Date: 2015-11-05, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 时越, Date: 2015-11-04, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 时越, Date: 2015-11-03, Rating: 3586, Black and White: 执白, Result: 负, Opponent: 唐韦星
Player: 时越, Date: 2015-10-28, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 时越, Date: 2015-10-24, Rating: 3586, Black and White: 执黑, Result: 负, Opponent: 李钦诚
Player: 时越, Date: 2015-10-17, Rating: 3586, Black and White: 执白, Result: 胜, Opponent: 毛睿龙
Player: 时越, Date: 2015-10-15, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 时越, Date: 2015-10-12, Rating: 3586, Black and White: 执白, Result: 负, Opponent: 李轩豪
Player: 时越, Date: 2015-10-10, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 时越, Date: 2015-10-08, Rating: 3586, Black and White: 执白, Result: 胜, Opponent: 金东昊
Player: 时越, Date: 2015-10-06, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 时越, Date: 2015-09-29, Rating: 3587, Black and White: 执白, Result: 胜, Opponent: 柯洁
Player: 时越, Date: 2015-09-27, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 李翔宇
Player: 时越, Date: 2015-09-21, Rating: 3586, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 时越, Date: 2015-09-20, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 廖行文
Player: 时越, Date: 2015-09-10, Rating: 3586, Black and White: 执白, Result: 胜, Opponent: 许映皓
Player: 时越, Date: 2015-09-09, Rating: 3586, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 时越, Date: 2015-09-08, Rating: 3586, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 时越, Date: 2015-09-05, Rating: 3586, Black and White: 执白, Result: 负, Opponent: 朴廷桓
Player: 时越, Date: 2015-09-03, Rating: 3586, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 时越, Date: 2015-08-21, Rating: 3585, Black and White: 执白, Result: 胜, Opponent: 江维杰
Player: 时越, Date: 2015-08-21, Rating: 3585, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 时越, Date: 2015-07-11, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 时越, Date: 2015-07-09, Rating: 3585, Black and White: 执黑, Result: 负, Opponent: 邬光亚
Player: 时越, Date: 2015-07-07, Rating: 3585, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 时越, Date: 2015-07-04, Rating: 3585, Black and White: 执白, Result: 胜, Opponent: 辜梓豪
Player: 时越, Date: 2015-07-02, Rating: 3585, Black and White: 执白, Result: 负, Opponent: 李钦诚
Player: 时越, Date: 2015-06-30, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 时越, Date: 2015-06-25, Rating: 3585, Black and White: 执白, Result: 负, Opponent: 金志锡
Player: 时越, Date: 2015-06-13, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 时越, Date: 2015-06-10, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 李志贤
Player: 时越, Date: 2015-06-08, Rating: 3584, Black and White: 执黑, Result: 胜, Opponent: 高根台
Player: 时越, Date: 2015-05-28, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 毛睿龙
Player: 时越, Date: 2015-05-20, Rating: 3584, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 时越, Date: 2015-05-16, Rating: 3583, Black and White: 执白, Result: 胜, Opponent: 陈正勋
Player: 时越, Date: 2015-05-11, Rating: 3583, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 时越, Date: 2015-05-06, Rating: 3583, Black and White: 执白, Result: 负, Opponent: 李轩豪
Player: 时越, Date: 2015-05-01, Rating: 3583, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 时越, Date: 2015-04-26, Rating: 3583, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 时越, Date: 2015-04-22, Rating: 3584, Black and White: 执白, Result: 负, Opponent: 江维杰
Player: 时越, Date: 2015-04-18, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 安国铉
Player: 时越, Date: 2015-04-17, Rating: 3584, Black and White: 执黑, Result: 胜, Opponent: 朴进率
Player: 时越, Date: 2015-04-15, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 金起用
Player: 时越, Date: 2015-04-05, Rating: 3584, Black and White: 执黑, Result: 负, Opponent: 柁嘉熹
Player: 时越, Date: 2015-04-03, Rating: 3584, Black and White: 执白, Result: 胜, Opponent: 黄云嵩
Player: 时越, Date: 2015-04-01, Rating: 3585, Black and White: 执白, Result: 负, Opponent: 柁嘉熹
Player: 时越, Date: 2015-03-10, Rating: 3586, Black and White: 执白, Result: 胜, Opponent: 柯洁
Player: 时越, Date: 2015-03-10, Rating: 3586, Black and White: 执白, Result: 负, Opponent: 唐韦星
Player: 时越, Date: 2015-03-09, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 廖元赫
Player: 时越, Date: 2015-03-09, Rating: 3586, Black and White: 执黑, Result: 胜, Opponent: 李轩豪
Player: 时越, Date: 2015-01-29, Rating: 3588, Black and White: 执黑, Result: 负, Opponent: 李钦诚
Player: 时越, Date: 2015-01-27, Rating: 3588, Black and White: 执白, Result: 胜, Opponent: 邬光亚
Player: 时越, Date: 2015-01-23, Rating: 3588, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 时越, Date: 2015-01-22, Rating: 3588, Black and White: 执白, Result: 胜, Opponent: 毛睿龙
Player: 时越, Date: 2015-01-21, Rating: 3588, Black and White: 执白, Result: 胜, Opponent: 张涛
Player: 时越, Date: 2015-01-20, Rating: 3588, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 李世石, Date: 2015-12-31, Rating: 3590, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 李世石, Date: 2015-12-30, Rating: 3590, Black and White: 执黑, Result: 胜, Opponent: 柯洁
Player: 李世石, Date: 2015-12-19, Rating: 3590, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 李世石, Date: 2015-12-18, Rating: 3590, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 李世石, Date: 2015-12-18, Rating: 3590, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 李世石, Date: 2015-12-17, Rating: 3590, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 李世石, Date: 2015-12-14, Rating: 3590, Black and White: 执白, Result: 胜, Opponent: 许映皓
Player: 李世石, Date: 2015-12-11, Rating: 3589, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 李世石, Date: 2015-12-09, Rating: 3589, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 李世石, Date: 2015-12-07, Rating: 3589, Black and White: 执白, Result: 胜, Opponent: 宋知勋
Player: 李世石, Date: 2015-12-06, Rating: 3589, Black and White: 执白, Result: 胜, Opponent: 连笑
Player: 李世石, Date: 2015-12-04, Rating: 3589, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 李世石, Date: 2015-11-24, Rating: 3589, Black and White: 执黑, Result: 胜, Opponent: 安成浚
