Player: 李昌镐, Date: 1994-12-30, Rating: 3560, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-04-02, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 藤泽秀行
Player: 李昌镐, Date: 1994-03-28, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-03-26, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-03-16, Rating: 3533, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-03-12, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-03-09, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-03-05, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-03-03, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 郑寿铉
Player: 李昌镐, Date: 1994-03-03, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 郑寿铉
Player: 李昌镐, Date: 1994-03-02, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-02-28, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-02-25, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-02-23, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 李昌镐, Date: 1994-02-19, Rating: 3532, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-02-17, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 白成豪
Player: 李昌镐, Date: 1994-02-16, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 李昌镐, Date: 1994-02-07, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-02-04, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-01-31, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-01-26, Rating: 3531, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-01-22, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-01-19, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 李昌镐, Date: 1994-01-17, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 李昌镐, Date: 1994-01-12, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 林宣根
Player: 李昌镐, Date: 1994-01-08, Rating: 3531, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1994-01-07, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 林宣根
Player: 李昌镐, Date: 1994-01-03, Rating: 3530, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 曹薰铉, Date: 1994-12-30, Rating: 3446, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-12-28, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-12-26, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 许壮会
Player: 曹薰铉, Date: 1994-12-21, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-12-21, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 朴胜文
Player: 曹薰铉, Date: 1994-12-19, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-12-17, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1994-12-15, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 张秀英
Player: 曹薰铉, Date: 1994-12-12, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-12-02, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 曹薰铉, Date: 1994-11-30, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-11-28, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 尹盛铉
Player: 曹薰铉, Date: 1994-11-25, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 张秀英
Player: 曹薰铉, Date: 1994-11-21, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 金润泰
Player: 曹薰铉, Date: 1994-11-14, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 钱宇平
Player: 曹薰铉, Date: 1994-11-11, Rating: 3446, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-11-09, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 张秀英
Player: 曹薰铉, Date: 1994-11-07, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1994-11-01, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 李相勋(小)
Player: 曹薰铉, Date: 1994-10-24, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1994-10-20, Rating: 3446, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-10-20, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 曹薰铉, Date: 1994-10-18, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 曹薰铉, Date: 1994-10-11, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 吴圭喆
Player: 曹薰铉, Date: 1994-10-06, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-10-04, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 曹薰铉, Date: 1994-09-26, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1994-09-24, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-09-22, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-09-16, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1994-09-12, Rating: 3445, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-09-08, Rating: 3444, Black and White: 执黑, Result: 胜, Opponent: 李东奎
Player: 曹薰铉, Date: 1994-09-02, Rating: 3444, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 曹薰铉, Date: 1994-08-31, Rating: 3444, Black and White: 执白, Result: 胜, Opponent: 刘菁
Player: 曹薰铉, Date: 1994-08-26, Rating: 3444, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-08-22, Rating: 3444, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1994-08-20, Rating: 3443, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 曹薰铉, Date: 1994-08-15, Rating: 3443, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1994-08-13, Rating: 3443, Black and White: 执黑, Result: 胜, Opponent: 张秀英
Player: 曹薰铉, Date: 1994-08-11, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 崔圭丙
Player: 曹薰铉, Date: 1994-08-09, Rating: 3443, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1994-08-06, Rating: 3443, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-07-20, Rating: 3441, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 曹薰铉, Date: 1994-07-15, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1994-07-13, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 白成豪
Player: 曹薰铉, Date: 1994-07-11, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 金荣三
Player: 曹薰铉, Date: 1994-07-10, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 金东烨
Player: 曹薰铉, Date: 1994-07-06, Rating: 3441, Black and White: 执黑, Result: 负, Opponent: 李相勋(小)
Player: 曹薰铉, Date: 1994-07-02, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 曹薰铉, Date: 1994-06-27, Rating: 3440, Black and White: 执白, Result: 胜, Opponent: 金寅
Player: 曹薰铉, Date: 1994-06-22, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 曹薰铉, Date: 1994-06-20, Rating: 3440, Black and White: 执白, Result: 负, Opponent: 依田纪基
Player: 曹薰铉, Date: 1994-06-09, Rating: 3440, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-06-07, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 曹薰铉, Date: 1994-06-03, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 曹薰铉, Date: 1994-05-30, Rating: 3440, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-05-25, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-05-25, Rating: 3439, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-05-23, Rating: 3439, Black and White: 执白, Result: 胜, Opponent: 金秀壮
Player: 曹薰铉, Date: 1994-05-18, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 曹薰铉, Date: 1994-05-16, Rating: 3439, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 曹薰铉, Date: 1994-05-09, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 李相勋(小)
Player: 曹薰铉, Date: 1994-05-06, Rating: 3438, Black and White: 执白, Result: 负, Opponent: 姜勋(大)
Player: 曹薰铉, Date: 1994-05-03, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 河灿锡
Player: 曹薰铉, Date: 1994-05-02, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1994-04-27, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 金秀壮
Player: 曹薰铉, Date: 1994-04-20, Rating: 3438, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 曹薰铉, Date: 1994-04-18, Rating: 3437, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 曹薰铉, Date: 1994-04-14, Rating: 3437, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-04-11, Rating: 3437, Black and White: 执白, Result: 负, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1994-04-09, Rating: 3437, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-04-04, Rating: 3437, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 曹薰铉, Date: 1994-03-30, Rating: 3437, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-03-28, Rating: 3437, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-03-26, Rating: 3436, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-03-21, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 麦克雷蒙
Player: 曹薰铉, Date: 1994-03-16, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-03-14, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 林宣根
Player: 曹薰铉, Date: 1994-03-12, Rating: 3436, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-03-09, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-03-05, Rating: 3436, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-03-02, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-02-28, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-02-25, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-02-22, Rating: 3436, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 曹薰铉, Date: 1994-02-20, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 姜勋(大)
Player: 曹薰铉, Date: 1994-02-19, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-02-17, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1994-02-07, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-02-04, Rating: 3436, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-01-31, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-01-26, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-01-22, Rating: 3436, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-01-20, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 张秀英
Player: 曹薰铉, Date: 1994-01-17, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 小松英树
Player: 曹薰铉, Date: 1994-01-16, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 曹薰铉, Date: 1994-01-08, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1994-01-06, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1994-01-03, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 赵治勋, Date: 1994-12-22, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-12-15, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 小杉清
Player: 赵治勋, Date: 1994-12-08, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-12-01, Rating: 3369, Black and White: 执白, Result: 胜, Opponent: 王铭琬
Player: 赵治勋, Date: 1994-11-28, Rating: 3369, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 赵治勋, Date: 1994-11-24, Rating: 3369, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-11-17, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-11-02, Rating: 3368, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-10-21, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-10-18, Rating: 3368, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 赵治勋, Date: 1994-10-16, Rating: 3368, Black and White: 执白, Result: 负, Opponent: 山田规三生
Player: 赵治勋, Date: 1994-10-13, Rating: 3369, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-10-08, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 淡路修三
Player: 赵治勋, Date: 1994-09-17, Rating: 3369, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-09-17, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 王立诚
Player: 赵治勋, Date: 1994-09-15, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 赵治勋, Date: 1994-09-08, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 赵治勋, Date: 1994-09-01, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 赵治勋, Date: 1994-08-29, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 大平修三
Player: 赵治勋, Date: 1994-08-18, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 东野弘昭
Player: 赵治勋, Date: 1994-08-15, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 赵治勋, Date: 1994-08-06, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 赵治勋, Date: 1994-08-04, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 赵治勋, Date: 1994-07-28, Rating: 3369, Black and White: 执白, Result: 负, Opponent: 依田纪基
Player: 赵治勋, Date: 1994-07-25, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 冈田伸一郎
Player: 赵治勋, Date: 1994-07-21, Rating: 3369, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-07-18, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 三村智保
Player: 赵治勋, Date: 1994-07-12, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-07-07, Rating: 3370, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 赵治勋, Date: 1994-07-02, Rating: 3370, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 赵治勋, Date: 1994-06-29, Rating: 3370, Black and White: 执白, Result: 负, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-06-23, Rating: 3371, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 赵治勋, Date: 1994-06-20, Rating: 3371, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1994-06-15, Rating: 3371, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-06-09, Rating: 3372, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-06-03, Rating: 3372, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 赵治勋, Date: 1994-05-25, Rating: 3372, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-05-09, Rating: 3372, Black and White: 执白, Result: 负, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-05-06, Rating: 3372, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 赵治勋, Date: 1994-05-05, Rating: 3373, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 赵治勋, Date: 1994-04-27, Rating: 3373, Black and White: 执白, Result: 胜, Opponent: 大平修三
Player: 赵治勋, Date: 1994-04-21, Rating: 3373, Black and White: 执黑, Result: 胜, Opponent: 桥本昌二
Player: 赵治勋, Date: 1994-04-14, Rating: 3373, Black and White: 执黑, Result: 胜, Opponent: 小林觉
Player: 赵治勋, Date: 1994-04-07, Rating: 3373, Black and White: 执黑, Result: 负, Opponent: 淡路修三
Player: 赵治勋, Date: 1994-04-04, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 赵治勋, Date: 1994-03-31, Rating: 3374, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1994-03-24, Rating: 3374, Black and White: 执白, Result: 胜, Opponent: 佐藤昌晴
Player: 赵治勋, Date: 1994-03-21, Rating: 3374, Black and White: 执黑, Result: 负, Opponent: 聂卫平
Player: 赵治勋, Date: 1994-03-19, Rating: 3374, Black and White: 执黑, Result: 负, Opponent: 小松英树
Player: 赵治勋, Date: 1994-03-09, Rating: 3375, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1994-03-03, Rating: 3376, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 赵治勋, Date: 1994-02-26, Rating: 3376, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 赵治勋, Date: 1994-02-23, Rating: 3376, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1994-02-16, Rating: 3377, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1994-02-10, Rating: 3378, Black and White: 执黑, Result: 负, Opponent: 今村俊也
Player: 赵治勋, Date: 1994-02-02, Rating: 3379, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1994-01-26, Rating: 3379, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1994-01-20, Rating: 3380, Black and White: 执白, Result: 胜, Opponent: 植木善大
Player: 赵治勋, Date: 1994-01-12, Rating: 3380, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1994-01-06, Rating: 3381, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 马晓春, Date: 1994-12-13, Rating: 3403, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 马晓春, Date: 1994-12-12, Rating: 3403, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 马晓春, Date: 1994-12-10, Rating: 3403, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 马晓春, Date: 1994-11-14, Rating: 3401, Black and White: 执白, Result: 胜, Opponent: 王立诚
