Player: 朴廷桓, Date: 2014-12-25, Rating: 3646, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2014-03-13, Rating: 3643, Black and White: 执白, Result: 胜, Opponent: 尹峻相
Player: 朴廷桓, Date: 2014-03-06, Rating: 3643, Black and White: 执黑, Result: 胜, Opponent: 朴承华
Player: 朴廷桓, Date: 2014-02-28, Rating: 3643, Black and White: 执白, Result: 负, Opponent: 时越
Player: 朴廷桓, Date: 2014-02-27, Rating: 3643, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 朴廷桓, Date: 2014-02-26, Rating: 3643, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 朴廷桓, Date: 2014-02-21, Rating: 3643, Black and White: 执白, Result: 胜, Opponent: 李志贤
Player: 朴廷桓, Date: 2014-01-22, Rating: 3642, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2014-01-22, Rating: 3642, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2014-01-21, Rating: 3642, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2014-01-14, Rating: 3642, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 朴廷桓, Date: 2014-01-12, Rating: 3642, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 朴廷桓, Date: 2014-01-09, Rating: 3642, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 朴廷桓, Date: 2014-01-06, Rating: 3642, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 时越, Date: 2014-12-25, Rating: 3590, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 时越, Date: 2014-12-15, Rating: 3590, Black and White: 执白, Result: 胜, Opponent: 江鸣久
Player: 时越, Date: 2014-12-14, Rating: 3590, Black and White: 执黑, Result: 胜, Opponent: 陈诗渊
Player: 时越, Date: 2014-12-13, Rating: 3590, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 时越, Date: 2014-12-12, Rating: 3590, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 时越, Date: 2014-12-11, Rating: 3590, Black and White: 执黑, Result: 胜, Opponent: 樊麾
Player: 时越, Date: 2014-11-25, Rating: 3591, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 时越, Date: 2014-11-22, Rating: 3591, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 时越, Date: 2014-11-15, Rating: 3591, Black and White: 执白, Result: 胜, Opponent: 江维杰
Player: 时越, Date: 2014-11-14, Rating: 3591, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 时越, Date: 2014-11-13, Rating: 3591, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 时越, Date: 2014-11-09, Rating: 3591, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 时越, Date: 2014-11-06, Rating: 3592, Black and White: 执白, Result: 负, Opponent: 金志锡
Player: 时越, Date: 2014-11-05, Rating: 3592, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 时越, Date: 2014-10-31, Rating: 3592, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 时越, Date: 2014-10-28, Rating: 3592, Black and White: 执黑, Result: 负, Opponent: 柁嘉熹
Player: 时越, Date: 2014-10-25, Rating: 3592, Black and White: 执白, Result: 负, Opponent: 范廷钰
Player: 时越, Date: 2014-10-19, Rating: 3593, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 时越, Date: 2014-10-16, Rating: 3594, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 时越, Date: 2014-10-14, Rating: 3594, Black and White: 执黑, Result: 胜, Opponent: 金成宰
Player: 时越, Date: 2014-10-12, Rating: 3594, Black and White: 执黑, Result: 胜, Opponent: 邬光亚
Player: 时越, Date: 2014-10-11, Rating: 3594, Black and White: 执黑, Result: 胜, Opponent: 柯洁
Player: 时越, Date: 2014-10-09, Rating: 3594, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 时越, Date: 2014-09-14, Rating: 3596, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 时越, Date: 2014-09-12, Rating: 3596, Black and White: 执黑, Result: 负, Opponent: 范廷钰
Player: 时越, Date: 2014-09-11, Rating: 3596, Black and White: 执白, Result: 胜, Opponent: 周贺玺
Player: 时越, Date: 2014-09-09, Rating: 3596, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 时越, Date: 2014-09-07, Rating: 3596, Black and White: 执白, Result: 胜, Opponent: 张涛
Player: 时越, Date: 2014-09-04, Rating: 3597, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 时越, Date: 2014-09-02, Rating: 3597, Black and White: 执白, Result: 胜, Opponent: 周贺玺
Player: 时越, Date: 2014-08-27, Rating: 3597, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 时越, Date: 2014-08-26, Rating: 3597, Black and White: 执白, Result: 胜, Opponent: 朴廷桓
Player: 时越, Date: 2014-08-14, Rating: 3597, Black and White: 执白, Result: 负, Opponent: 杨鼎新
Player: 时越, Date: 2014-08-13, Rating: 3597, Black and White: 执黑, Result: 胜, Opponent: 杨鼎新
Player: 时越, Date: 2014-08-11, Rating: 3597, Black and White: 执白, Result: 负, Opponent: 杨鼎新
Player: 时越, Date: 2014-07-09, Rating: 3598, Black and White: 执黑, Result: 胜, Opponent: 童梦成
Player: 时越, Date: 2014-07-05, Rating: 3598, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 时越, Date: 2014-07-03, Rating: 3598, Black and White: 执黑, Result: 负, Opponent: 廖行文
Player: 时越, Date: 2014-07-03, Rating: 3598, Black and White: 执黑, Result: 胜, Opponent: 谢尔豪
Player: 时越, Date: 2014-07-02, Rating: 3598, Black and White: 执白, Result: 胜, Opponent: 李康
Player: 时越, Date: 2014-06-28, Rating: 3598, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 时越, Date: 2014-06-22, Rating: 3598, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 时越, Date: 2014-06-20, Rating: 3599, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 时越, Date: 2014-06-18, Rating: 3599, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 时越, Date: 2014-06-14, Rating: 3599, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 时越, Date: 2014-06-11, Rating: 3599, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 时越, Date: 2014-06-09, Rating: 3599, Black and White: 执黑, Result: 胜, Opponent: 金东昊
Player: 时越, Date: 2014-06-05, Rating: 3600, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 时越, Date: 2014-06-03, Rating: 3600, Black and White: 执黑, Result: 胜, Opponent: 党毅飞
Player: 时越, Date: 2014-06-01, Rating: 3600, Black and White: 执白, Result: 胜, Opponent: 芈昱廷
Player: 时越, Date: 2014-05-30, Rating: 3600, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 时越, Date: 2014-05-22, Rating: 3600, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 时越, Date: 2014-05-18, Rating: 3600, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 时越, Date: 2014-05-12, Rating: 3600, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 时越, Date: 2014-05-09, Rating: 3600, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 时越, Date: 2014-05-05, Rating: 3600, Black and White: 执黑, Result: 胜, Opponent: 蔡竞
Player: 时越, Date: 2014-05-05, Rating: 3600, Black and White: 执白, Result: 负, Opponent: 钟文靖
Player: 时越, Date: 2014-04-06, Rating: 3601, Black and White: 执白, Result: 负, Opponent: 夏晨琨
Player: 时越, Date: 2014-04-04, Rating: 3601, Black and White: 执黑, Result: 胜, Opponent: 范蕴若
Player: 时越, Date: 2014-03-28, Rating: 3601, Black and White: 执黑, Result: 胜, Opponent: 村川大介
Player: 时越, Date: 2014-03-23, Rating: 3601, Black and White: 执白, Result: 负, Opponent: 朴廷桓
Player: 时越, Date: 2014-03-21, Rating: 3601, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 时越, Date: 2014-03-18, Rating: 3601, Black and White: 执白, Result: 负, Opponent: 王垚
Player: 时越, Date: 2014-03-08, Rating: 3602, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 时越, Date: 2014-03-07, Rating: 3602, Black and White: 执白, Result: 胜, Opponent: 马逸超
Player: 时越, Date: 2014-03-07, Rating: 3602, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 时越, Date: 2014-02-28, Rating: 3602, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 时越, Date: 2014-02-17, Rating: 3603, Black and White: 执白, Result: 负, Opponent: 邬光亚
Player: 时越, Date: 2014-02-04, Rating: 3604, Black and White: 执白, Result: 胜, Opponent: 村川大介
Player: 时越, Date: 2014-02-02, Rating: 3604, Black and White: 执黑, Result: 胜, Opponent: 村川大介
Player: 时越, Date: 2014-01-23, Rating: 3605, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 时越, Date: 2014-01-21, Rating: 3605, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 时越, Date: 2014-01-19, Rating: 3605, Black and White: 执黑, Result: 胜, Opponent: 范廷钰
Player: 时越, Date: 2014-01-17, Rating: 3605, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 时越, Date: 2014-01-15, Rating: 3605, Black and White: 执黑, Result: 胜, Opponent: 范蕴若
Player: 时越, Date: 2014-01-05, Rating: 3606, Black and White: 执白, Result: 负, Opponent: 朱元豪
Player: 柯洁, Date: 2014-12-19, Rating: 3657, Black and White: 执黑, Result: 负, Opponent: 申真谞
Player: 柯洁, Date: 2014-12-16, Rating: 3656, Black and White: 执黑, Result: 负, Opponent: 檀啸
Player: 柯洁, Date: 2014-11-29, Rating: 3655, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 柯洁, Date: 2014-11-27, Rating: 3655, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 柯洁, Date: 2014-11-22, Rating: 3655, Black and White: 执黑, Result: 胜, Opponent: 杨鼎新
Player: 柯洁, Date: 2014-11-18, Rating: 3655, Black and White: 执白, Result: 胜, Opponent: 范蕴若
Player: 柯洁, Date: 2014-11-16, Rating: 3655, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 柯洁, Date: 2014-11-11, Rating: 3654, Black and White: 执黑, Result: 胜, Opponent: 张立
Player: 柯洁, Date: 2014-11-09, Rating: 3654, Black and White: 执白, Result: 胜, Opponent: 安冬旭
Player: 柯洁, Date: 2014-11-02, Rating: 3653, Black and White: 执黑, Result: 负, Opponent: 罗玄
Player: 柯洁, Date: 2014-11-01, Rating: 3653, Black and White: 执白, Result: 胜, Opponent: 罗玄
Player: 柯洁, Date: 2014-11-01, Rating: 3653, Black and White: 执黑, Result: 胜, Opponent: 一力辽
Player: 柯洁, Date: 2014-10-28, Rating: 3653, Black and White: 执黑, Result: 负, Opponent: 李东勋
Player: 柯洁, Date: 2014-10-24, Rating: 3653, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 柯洁, Date: 2014-10-19, Rating: 3652, Black and White: 执白, Result: 胜, Opponent: 杨楷文
Player: 柯洁, Date: 2014-10-15, Rating: 3652, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 柯洁, Date: 2014-10-11, Rating: 3652, Black and White: 执白, Result: 负, Opponent: 时越
Player: 柯洁, Date: 2014-10-09, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 柯洁, Date: 2014-10-03, Rating: 3651, Black and White: 执黑, Result: 胜, Opponent: 萧正浩
Player: 柯洁, Date: 2014-10-02, Rating: 3651, Black and White: 执黑, Result: 负, Opponent: 罗玄
Player: 柯洁, Date: 2014-10-01, Rating: 3651, Black and White: 执白, Result: 胜, Opponent: 伊田笃史
Player: 柯洁, Date: 2014-09-20, Rating: 3650, Black and White: 执白, Result: 胜, Opponent: 朴廷桓
Player: 柯洁, Date: 2014-09-18, Rating: 3650, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 柯洁, Date: 2014-09-16, Rating: 3650, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 柯洁, Date: 2014-09-14, Rating: 3650, Black and White: 执黑, Result: 胜, Opponent: 胡钰函
Player: 柯洁, Date: 2014-09-07, Rating: 3649, Black and White: 执白, Result: 负, Opponent: 江维杰
Player: 柯洁, Date: 2014-09-04, Rating: 3649, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 柯洁, Date: 2014-09-02, Rating: 3648, Black and White: 执黑, Result: 胜, Opponent: 秦悦欣
Player: 柯洁, Date: 2014-08-30, Rating: 3648, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 柯洁, Date: 2014-08-03, Rating: 3645, Black and White: 执白, Result: 负, Opponent: 朴沧溟
Player: 柯洁, Date: 2014-07-30, Rating: 3645, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 柯洁, Date: 2014-07-24, Rating: 3645, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 柯洁, Date: 2014-07-22, Rating: 3644, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 柯洁, Date: 2014-07-09, Rating: 3643, Black and White: 执白, Result: 胜, Opponent: 范蕴若
Player: 柯洁, Date: 2014-07-07, Rating: 3643, Black and White: 执黑, Result: 胜, Opponent: 连笑
Player: 柯洁, Date: 2014-07-05, Rating: 3643, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 柯洁, Date: 2014-07-03, Rating: 3642, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 柯洁, Date: 2014-07-03, Rating: 3642, Black and White: 执白, Result: 胜, Opponent: 钟文靖
Player: 柯洁, Date: 2014-07-02, Rating: 3642, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 柯洁, Date: 2014-06-28, Rating: 3642, Black and White: 执黑, Result: 胜, Opponent: 廖行文
Player: 柯洁, Date: 2014-06-22, Rating: 3641, Black and White: 执黑, Result: 胜, Opponent: 安冬旭
Player: 柯洁, Date: 2014-06-18, Rating: 3640, Black and White: 执白, Result: 负, Opponent: 范廷钰
Player: 柯洁, Date: 2014-06-14, Rating: 3639, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 柯洁, Date: 2014-06-05, Rating: 3638, Black and White: 执黑, Result: 胜, Opponent: 党毅飞
Player: 柯洁, Date: 2014-06-03, Rating: 3638, Black and White: 执黑, Result: 胜, Opponent: 胡跃峰
Player: 柯洁, Date: 2014-05-28, Rating: 3637, Black and White: 执白, Result: 负, Opponent: 刘星
Player: 柯洁, Date: 2014-05-22, Rating: 3636, Black and White: 执黑, Result: 胜, Opponent: 邬光亚
Player: 柯洁, Date: 2014-05-18, Rating: 3635, Black and White: 执白, Result: 胜, Opponent: 秦悦欣
Player: 柯洁, Date: 2014-05-12, Rating: 3634, Black and White: 执黑, Result: 胜, Opponent: 丁世雄
Player: 柯洁, Date: 2014-05-09, Rating: 3634, Black and White: 执白, Result: 胜, Opponent: 黄云嵩
Player: 柯洁, Date: 2014-05-05, Rating: 3633, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 柯洁, Date: 2014-05-03, Rating: 3633, Black and White: 执黑, Result: 胜, Opponent: 许嘉阳
Player: 柯洁, Date: 2014-05-03, Rating: 3633, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 柯洁, Date: 2014-05-02, Rating: 3633, Black and White: 执白, Result: 胜, Opponent: 申真谞
Player: 柯洁, Date: 2014-04-25, Rating: 3631, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 柯洁, Date: 2014-04-24, Rating: 3631, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 柯洁, Date: 2014-04-22, Rating: 3631, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 柯洁, Date: 2014-04-08, Rating: 3629, Black and White: 执黑, Result: 负, Opponent: 连笑
Player: 柯洁, Date: 2014-04-06, Rating: 3629, Black and White: 执黑, Result: 胜, Opponent: 檀啸
Player: 柯洁, Date: 2014-04-04, Rating: 3628, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 柯洁, Date: 2014-04-02, Rating: 3628, Black and White: 执白, Result: 胜, Opponent: 张涛
Player: 柯洁, Date: 2014-04-01, Rating: 3628, Black and White: 执黑, Result: 胜, Opponent: 何天凝
Player: 柯洁, Date: 2014-03-18, Rating: 3626, Black and White: 执黑, Result: 胜, Opponent: 金成宰
Player: 柯洁, Date: 2014-01-23, Rating: 3618, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 柯洁, Date: 2014-01-21, Rating: 3617, Black and White: 执黑, Result: 胜, Opponent: 党毅飞
Player: 柯洁, Date: 2014-01-19, Rating: 3617, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 柯洁, Date: 2014-01-17, Rating: 3616, Black and White: 执黑, Result: 胜, Opponent: 张涛
Player: 柯洁, Date: 2014-01-15, Rating: 3616, Black and White: 执黑, Result: 胜, Opponent: 连笑
Player: 柯洁, Date: 2014-01-14, Rating: 3616, Black and White: 执白, Result: 胜, Opponent: 胡跃峰
Player: 金志锡, Date: 2014-12-27, Rating: 3573, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 金志锡, Date: 2014-12-25, Rating: 3573, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 金志锡, Date: 2014-12-22, Rating: 3573, Black and White: 执黑, Result: 负, Opponent: 尹灿熙
