Player: 李世石, Date: 2010-12-24, Rating: 3583, Black and White: 执白, Result: 负, Opponent: 赵惠连
Player: 李世石, Date: 2010-01-16, Rating: 3590, Black and White: 执白, Result: 胜, Opponent: 李柱衡
Player: 孔杰, Date: 2010-12-18, Rating: 3487, Black and White: 执白, Result: 负, Opponent: 江维杰
Player: 孔杰, Date: 2010-12-14, Rating: 3488, Black and White: 执黑, Result: 负, Opponent: 许映皓
Player: 孔杰, Date: 2010-12-11, Rating: 3488, Black and White: 执白, Result: 负, Opponent: 张立
Player: 孔杰, Date: 2010-12-04, Rating: 3490, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 孔杰, Date: 2010-11-26, Rating: 3492, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 孔杰, Date: 2010-11-25, Rating: 3492, Black and White: 执白, Result: 胜, Opponent: 高尾绅路
Player: 孔杰, Date: 2010-11-24, Rating: 3492, Black and White: 执黑, Result: 胜, Opponent: 林至涵
Player: 孔杰, Date: 2010-11-23, Rating: 3492, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 孔杰, Date: 2010-11-16, Rating: 3493, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 孔杰, Date: 2010-11-10, Rating: 3494, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 孔杰, Date: 2010-11-08, Rating: 3494, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2010-11-04, Rating: 3495, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 孔杰, Date: 2010-10-30, Rating: 3495, Black and White: 执黑, Result: 负, Opponent: 王昊洋
Player: 孔杰, Date: 2010-10-21, Rating: 3496, Black and White: 执黑, Result: 负, Opponent: 范廷钰
Player: 孔杰, Date: 2010-10-16, Rating: 3497, Black and White: 执黑, Result: 负, Opponent: 汪涛
Player: 孔杰, Date: 2010-10-14, Rating: 3497, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 孔杰, Date: 2010-10-13, Rating: 3497, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 孔杰, Date: 2010-10-09, Rating: 3498, Black and White: 执白, Result: 负, Opponent: 孙力
Player: 孔杰, Date: 2010-09-10, Rating: 3504, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2010-09-09, Rating: 3504, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2010-09-08, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2010-09-06, Rating: 3504, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 孔杰, Date: 2010-09-04, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 孟泰龄
Player: 孔杰, Date: 2010-09-01, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2010-09-01, Rating: 3505, Black and White: 执白, Result: 负, Opponent: 柁嘉熹
Player: 孔杰, Date: 2010-08-12, Rating: 3508, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 孔杰, Date: 2010-08-10, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 孔杰, Date: 2010-07-23, Rating: 3511, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 孔杰, Date: 2010-07-15, Rating: 3513, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 孔杰, Date: 2010-07-10, Rating: 3514, Black and White: 执白, Result: 胜, Opponent: 廖行文
Player: 孔杰, Date: 2010-07-05, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 孔杰, Date: 2010-07-03, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2010-06-28, Rating: 3516, Black and White: 执黑, Result: 胜, Opponent: 王昊洋
Player: 孔杰, Date: 2010-06-24, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 孔杰, Date: 2010-06-22, Rating: 3517, Black and White: 执白, Result: 胜, Opponent: 萧正浩
Player: 孔杰, Date: 2010-06-19, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2010-06-15, Rating: 3518, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 孔杰, Date: 2010-06-12, Rating: 3519, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 孔杰, Date: 2010-06-09, Rating: 3519, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 孔杰, Date: 2010-06-07, Rating: 3520, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 孔杰, Date: 2010-06-03, Rating: 3520, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 孔杰, Date: 2010-06-02, Rating: 3520, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 孔杰, Date: 2010-05-29, Rating: 3521, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 孔杰, Date: 2010-05-21, Rating: 3522, Black and White: 执白, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2010-05-19, Rating: 3522, Black and White: 执白, Result: 胜, Opponent: 刘曦
Player: 孔杰, Date: 2010-05-17, Rating: 3523, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 孔杰, Date: 2010-05-15, Rating: 3523, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 孔杰, Date: 2010-05-08, Rating: 3524, Black and White: 执黑, Result: 负, Opponent: 檀啸
Player: 孔杰, Date: 2010-04-29, Rating: 3526, Black and White: 执白, Result: 胜, Opponent: 李映九
Player: 孔杰, Date: 2010-04-27, Rating: 3526, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 孔杰, Date: 2010-04-25, Rating: 3526, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2010-04-14, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 孔杰, Date: 2010-04-12, Rating: 3528, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 孔杰, Date: 2010-04-02, Rating: 3529, Black and White: 执白, Result: 胜, Opponent: 付冲
Player: 孔杰, Date: 2010-03-29, Rating: 3530, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 孔杰, Date: 2010-03-21, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 孔杰, Date: 2010-03-07, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 柁嘉熹
Player: 孔杰, Date: 2010-03-04, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 钟文靖
Player: 孔杰, Date: 2010-02-27, Rating: 3533, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2010-02-24, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 孔杰, Date: 2010-02-22, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 孔杰, Date: 2010-02-10, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 孔杰, Date: 2010-02-06, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 孔杰, Date: 2010-01-27, Rating: 3535, Black and White: 执白, Result: 负, Opponent: 李康
Player: 孔杰, Date: 2010-01-16, Rating: 3536, Black and White: 执白, Result: 胜, Opponent: 朱元豪
Player: 崔哲瀚, Date: 2010-12-29, Rating: 3540, Black and White: 执白, Result: 胜, Opponent: 崔丙焕
Player: 崔哲瀚, Date: 2010-12-29, Rating: 3540, Black and White: 执白, Result: 负, Opponent: 朴廷桓
Player: 崔哲瀚, Date: 2010-12-28, Rating: 3540, Black and White: 执黑, Result: 胜, Opponent: 朴升贤
Player: 崔哲瀚, Date: 2010-12-27, Rating: 3540, Black and White: 执白, Result: 胜, Opponent: 李泰贤
Player: 崔哲瀚, Date: 2010-12-24, Rating: 3540, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 崔哲瀚, Date: 2010-12-22, Rating: 3540, Black and White: 执白, Result: 负, Opponent: 金志锡
Player: 崔哲瀚, Date: 2010-12-21, Rating: 3540, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 崔哲瀚, Date: 2010-12-11, Rating: 3540, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 崔哲瀚, Date: 2010-12-09, Rating: 3540, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2010-12-04, Rating: 3540, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 崔哲瀚, Date: 2010-12-02, Rating: 3540, Black and White: 执白, Result: 胜, Opponent: 金成宰
Player: 崔哲瀚, Date: 2010-11-26, Rating: 3540, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 崔哲瀚, Date: 2010-11-25, Rating: 3540, Black and White: 执黑, Result: 胜, Opponent: 山田规三生
Player: 崔哲瀚, Date: 2010-11-12, Rating: 3539, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 崔哲瀚, Date: 2010-11-08, Rating: 3539, Black and White: 执黑, Result: 负, Opponent: 朴文垚
Player: 崔哲瀚, Date: 2010-11-04, Rating: 3538, Black and White: 执白, Result: 胜, Opponent: 张健贤
Player: 崔哲瀚, Date: 2010-10-21, Rating: 3538, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 崔哲瀚, Date: 2010-10-13, Rating: 3537, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 崔哲瀚, Date: 2010-10-03, Rating: 3537, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 崔哲瀚, Date: 2010-09-27, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 金秀勇
Player: 崔哲瀚, Date: 2010-09-16, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 李熙星
Player: 崔哲瀚, Date: 2010-09-10, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 崔哲瀚, Date: 2010-09-09, Rating: 3536, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 崔哲瀚, Date: 2010-09-08, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 崔哲瀚, Date: 2010-09-06, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 崔哲瀚, Date: 2010-09-04, Rating: 3536, Black and White: 执白, Result: 胜, Opponent: 李康
Player: 崔哲瀚, Date: 2010-08-31, Rating: 3535, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 崔哲瀚, Date: 2010-08-21, Rating: 3535, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 崔哲瀚, Date: 2010-08-16, Rating: 3535, Black and White: 执白, Result: 胜, Opponent: 柳东完
Player: 崔哲瀚, Date: 2010-08-12, Rating: 3535, Black and White: 执黑, Result: 胜, Opponent: 姜昌培
Player: 崔哲瀚, Date: 2010-08-01, Rating: 3534, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2010-07-31, Rating: 3534, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2010-07-25, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 朴廷桓
Player: 崔哲瀚, Date: 2010-07-23, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 姜昌培
Player: 崔哲瀚, Date: 2010-07-21, Rating: 3534, Black and White: 执黑, Result: 胜, Opponent: 朴之勋
Player: 崔哲瀚, Date: 2010-07-15, Rating: 3533, Black and White: 执白, Result: 负, Opponent: 古力
Player: 崔哲瀚, Date: 2010-07-10, Rating: 3533, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2010-06-19, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 崔哲瀚, Date: 2010-06-12, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 毛睿龙
Player: 崔哲瀚, Date: 2010-06-09, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 崔哲瀚, Date: 2010-06-07, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 崔哲瀚, Date: 2010-05-31, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 金庭贤
Player: 崔哲瀚, Date: 2010-05-29, Rating: 3533, Black and White: 执白, Result: 负, Opponent: 韩雄奎
Player: 崔哲瀚, Date: 2010-05-14, Rating: 3533, Black and White: 执白, Result: 负, Opponent: 李泰贤
Player: 崔哲瀚, Date: 2010-05-12, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 李春揆
Player: 崔哲瀚, Date: 2010-05-08, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 崔哲瀚, Date: 2010-05-03, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 李相勋(小)
Player: 崔哲瀚, Date: 2010-04-27, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 金江根
Player: 崔哲瀚, Date: 2010-04-25, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 崔哲瀚, Date: 2010-04-10, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 羽根直树
Player: 崔哲瀚, Date: 2010-04-06, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 崔哲瀚, Date: 2010-04-05, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 崔哲瀚, Date: 2010-04-01, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 许映皓
Player: 崔哲瀚, Date: 2010-03-29, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 崔哲瀚, Date: 2010-03-27, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 崔哲瀚, Date: 2010-03-20, Rating: 3532, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2010-03-15, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 崔哲瀚, Date: 2010-03-09, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 崔哲瀚, Date: 2010-03-06, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 崔哲瀚, Date: 2010-02-23, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 崔哲瀚, Date: 2010-02-07, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 檀啸
Player: 崔哲瀚, Date: 2010-01-18, Rating: 3530, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 崔哲瀚, Date: 2010-01-16, Rating: 3530, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 崔哲瀚, Date: 2010-01-04, Rating: 3529, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 古力, Date: 2010-12-21, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 古力, Date: 2010-12-18, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 王昊洋
Player: 古力, Date: 2010-12-14, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 古灵益
Player: 古力, Date: 2010-12-10, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 许映皓
Player: 古力, Date: 2010-12-09, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 许映皓
Player: 古力, Date: 2010-12-07, Rating: 3499, Black and White: 执白, Result: 胜, Opponent: 许映皓
Player: 古力, Date: 2010-12-04, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2010-12-02, Rating: 3498, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 古力, Date: 2010-12-01, Rating: 3498, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 古力, Date: 2010-11-29, Rating: 3498, Black and White: 执白, Result: 负, Opponent: 江维杰
Player: 古力, Date: 2010-11-26, Rating: 3498, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 古力, Date: 2010-11-25, Rating: 3498, Black and White: 执白, Result: 负, Opponent: 山下敬吾
Player: 古力, Date: 2010-11-24, Rating: 3498, Black and White: 执黑, Result: 胜, Opponent: 王铭琬
Player: 古力, Date: 2010-11-23, Rating: 3498, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 古力, Date: 2010-11-16, Rating: 3498, Black and White: 执黑, Result: 负, Opponent: 檀啸
Player: 古力, Date: 2010-11-11, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 李映九
Player: 古力, Date: 2010-11-09, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 古力, Date: 2010-11-07, Rating: 3499, Black and White: 执白, Result: 胜, Opponent: 江维杰
Player: 古力, Date: 2010-11-03, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 古力, Date: 2010-11-01, Rating: 3499, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 古力, Date: 2010-10-27, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 古力, Date: 2010-10-23, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 陶忻
Player: 古力, Date: 2010-10-16, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 丁伟
Player: 古力, Date: 2010-10-14, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2010-10-13, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 韩尚勋
Player: 古力, Date: 2010-10-09, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2010-09-27, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 古力, Date: 2010-09-10, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 闵详然
Player: 古力, Date: 2010-09-09, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 许映皓
Player: 古力, Date: 2010-09-08, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 闵详然
Player: 古力, Date: 2010-09-06, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2010-09-04, Rating: 3500, Black and White: 执白, Result: 负, Opponent: 时越
Player: 古力, Date: 2010-09-01, Rating: 3500, Black and White: 执白, Result: 负, Opponent: 檀啸
Player: 古力, Date: 2010-08-22, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 古力, Date: 2010-07-27, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 古力, Date: 2010-07-25, Rating: 3502, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 古力, Date: 2010-07-24, Rating: 3502, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 古力, Date: 2010-07-15, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 古力, Date: 2010-07-10, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 张强
Player: 古力, Date: 2010-07-08, Rating: 3503, Black and White: 执黑, Result: 胜, Opponent: 曹潇阳
Player: 古力, Date: 2010-07-03, Rating: 3503, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2010-06-26, Rating: 3503, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 古力, Date: 2010-06-24, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 古力, Date: 2010-06-22, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 江维杰
Player: 古力, Date: 2010-06-19, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 孙腾宇
