Player: 李昌镐, Date: 2006-12-20, Rating: 3489, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 古力, Date: 2006-10-25, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2006-10-23, Rating: 3504, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 古力, Date: 2006-10-21, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2006-10-14, Rating: 3505, Black and White: 执黑, Result: 负, Opponent: 黄奕中
Player: 古力, Date: 2006-10-12, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 古力, Date: 2006-09-30, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2006-09-28, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 古力, Date: 2006-09-22, Rating: 3505, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 古力, Date: 2006-09-21, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 古力, Date: 2006-09-19, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 陈祖德
Player: 古力, Date: 2006-09-08, Rating: 3505, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 古力, Date: 2006-09-06, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 古力, Date: 2006-08-28, Rating: 3505, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 古力, Date: 2006-08-26, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 柳时熏
Player: 古力, Date: 2006-08-21, Rating: 3505, Black and White: 执白, Result: 负, Opponent: 高根台
Player: 古力, Date: 2006-08-20, Rating: 3505, Black and White: 执白, Result: 负, Opponent: 高根台
Player: 古力, Date: 2006-08-18, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 高根台
Player: 古力, Date: 2006-08-05, Rating: 3506, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 古力, Date: 2006-08-03, Rating: 3506, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2006-07-31, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2006-07-27, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 王幼侠
Player: 古力, Date: 2006-07-08, Rating: 3508, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 古力, Date: 2006-07-01, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2006-06-29, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 古力, Date: 2006-06-24, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 古力, Date: 2006-06-15, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2006-06-10, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2006-06-08, Rating: 3509, Black and White: 执白, Result: 负, Opponent: 罗洗河
Player: 古力, Date: 2006-06-03, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 王昊洋
Player: 古力, Date: 2006-05-31, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 古力, Date: 2006-05-30, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 古力, Date: 2006-05-28, Rating: 3509, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 古力, Date: 2006-05-25, Rating: 3509, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 古力, Date: 2006-05-24, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 古力, Date: 2006-05-24, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 古力, Date: 2006-05-17, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 高根台
Player: 古力, Date: 2006-05-15, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 古力, Date: 2006-05-11, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 古力, Date: 2006-05-03, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2006-05-02, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 古力, Date: 2006-05-01, Rating: 3508, Black and White: 执白, Result: 负, Opponent: 张栩
Player: 古力, Date: 2006-04-21, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 古力, Date: 2006-04-19, Rating: 3508, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2006-04-17, Rating: 3508, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2006-04-10, Rating: 3507, Black and White: 执白, Result: 负, Opponent: 结城聪
Player: 古力, Date: 2006-04-03, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 古力, Date: 2006-03-17, Rating: 3507, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 古力, Date: 2006-03-16, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 古力, Date: 2006-03-16, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 杨一80
Player: 古力, Date: 2006-03-13, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 河野临
Player: 古力, Date: 2006-03-08, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 古力, Date: 2006-03-06, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 古力, Date: 2006-03-02, Rating: 3507, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 古力, Date: 2006-02-24, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 古力, Date: 2006-02-20, Rating: 3507, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2006-02-14, Rating: 3506, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 古力, Date: 2006-01-17, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 孙力
Player: 古力, Date: 2006-01-14, Rating: 3505, Black and White: 执黑, Result: 胜, Opponent: 刘世振
Player: 古力, Date: 2006-01-12, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 古力, Date: 2006-01-10, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 古力, Date: 2006-01-04, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 李世石, Date: 2006-12-21, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2006-12-19, Rating: 3537, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 李世石, Date: 2006-12-12, Rating: 3536, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 李世石, Date: 2006-12-09, Rating: 3536, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李世石, Date: 2006-12-07, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 李世石, Date: 2006-12-06, Rating: 3536, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 李世石, Date: 2006-12-04, Rating: 3535, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 李世石, Date: 2006-12-03, Rating: 3535, Black and White: 执黑, Result: 负, Opponent: 金成龙
Player: 李世石, Date: 2006-11-27, Rating: 3535, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-11-23, Rating: 3535, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 李世石, Date: 2006-11-20, Rating: 3534, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-11-14, Rating: 3534, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-11-13, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 李世石, Date: 2006-11-11, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 李世石, Date: 2006-11-09, Rating: 3534, Black and White: 执黑, Result: 胜, Opponent: 金承俊
Player: 李世石, Date: 2006-11-07, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2006-11-06, Rating: 3533, Black and White: 执白, Result: 负, Opponent: 崔圭丙
Player: 李世石, Date: 2006-11-04, Rating: 3533, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-11-02, Rating: 3533, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 李世石, Date: 2006-10-28, Rating: 3532, Black and White: 执白, Result: 负, Opponent: 周睿羊
Player: 李世石, Date: 2006-10-26, Rating: 3532, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 李世石, Date: 2006-10-25, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 李世石, Date: 2006-10-23, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-10-21, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 罗洗河
Player: 李世石, Date: 2006-10-18, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 陈东奎
Player: 李世石, Date: 2006-10-17, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 李世石, Date: 2006-10-16, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2006-10-15, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 金成龙
Player: 李世石, Date: 2006-10-12, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2006-10-09, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2006-10-05, Rating: 3530, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 李世石, Date: 2006-09-28, Rating: 3529, Black and White: 执白, Result: 负, Opponent: 谢赫
Player: 李世石, Date: 2006-09-24, Rating: 3529, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2006-09-22, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 温昭珍
Player: 李世石, Date: 2006-09-20, Rating: 3529, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2006-09-18, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 金主镐
Player: 李世石, Date: 2006-09-15, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 刘栽豪
Player: 李世石, Date: 2006-09-11, Rating: 3527, Black and White: 执白, Result: 胜, Opponent: 金承俊
Player: 李世石, Date: 2006-09-08, Rating: 3527, Black and White: 执黑, Result: 负, Opponent: 王垚
Player: 李世石, Date: 2006-09-06, Rating: 3527, Black and White: 执白, Result: 胜, Opponent: 范蔚菁
Player: 李世石, Date: 2006-09-01, Rating: 3526, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2006-08-30, Rating: 3526, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 李世石, Date: 2006-08-28, Rating: 3525, Black and White: 执白, Result: 胜, Opponent: 赵善津
Player: 李世石, Date: 2006-08-26, Rating: 3525, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 李世石, Date: 2006-08-21, Rating: 3524, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2006-08-20, Rating: 3524, Black and White: 执白, Result: 胜, Opponent: 金主镐
Player: 李世石, Date: 2006-08-16, Rating: 3524, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 李世石, Date: 2006-08-05, Rating: 3522, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 李世石, Date: 2006-08-03, Rating: 3521, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 李世石, Date: 2006-08-03, Rating: 3521, Black and White: 执黑, Result: 胜, Opponent: 崔原踊
Player: 李世石, Date: 2006-07-27, Rating: 3520, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 李世石, Date: 2006-07-21, Rating: 3519, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 李世石, Date: 2006-07-20, Rating: 3519, Black and White: 执白, Result: 负, Opponent: 李映九
Player: 李世石, Date: 2006-07-18, Rating: 3519, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2006-07-13, Rating: 3518, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 李世石, Date: 2006-07-10, Rating: 3517, Black and White: 执黑, Result: 胜, Opponent: 赵惠连
Player: 李世石, Date: 2006-07-09, Rating: 3517, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 李世石, Date: 2006-07-08, Rating: 3517, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 李世石, Date: 2006-07-05, Rating: 3516, Black and White: 执白, Result: 胜, Opponent: 李载雄
Player: 李世石, Date: 2006-07-03, Rating: 3516, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-07-01, Rating: 3516, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 李世石, Date: 2006-06-22, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2006-06-15, Rating: 3513, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 李世石, Date: 2006-06-11, Rating: 3513, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2006-06-10, Rating: 3513, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 李世石, Date: 2006-06-07, Rating: 3513, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-06-03, Rating: 3512, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2006-05-29, Rating: 3512, Black and White: 执白, Result: 胜, Opponent: 李载雄
Player: 李世石, Date: 2006-05-25, Rating: 3511, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2006-05-22, Rating: 3511, Black and White: 执白, Result: 负, Opponent: 崔圭丙
Player: 李世石, Date: 2006-05-18, Rating: 3510, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 李世石, Date: 2006-05-17, Rating: 3510, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 李世石, Date: 2006-05-15, Rating: 3510, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 李世石, Date: 2006-05-12, Rating: 3510, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 李世石, Date: 2006-05-08, Rating: 3509, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-05-07, Rating: 3509, Black and White: 执白, Result: 负, Opponent: 许映皓
Player: 李世石, Date: 2006-05-03, Rating: 3509, Black and White: 执白, Result: 负, Opponent: 古力
Player: 李世石, Date: 2006-05-02, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 王铭琬
Player: 李世石, Date: 2006-05-01, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 高尾绅路
Player: 李世石, Date: 2006-04-21, Rating: 3508, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 李世石, Date: 2006-04-20, Rating: 3508, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 李世石, Date: 2006-04-14, Rating: 3508, Black and White: 执白, Result: 胜, Opponent: 郑寿铉
Player: 李世石, Date: 2006-04-10, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 李世石, Date: 2006-04-04, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-03-31, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 李世石, Date: 2006-03-30, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2006-03-26, Rating: 3507, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-03-13, Rating: 3506, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 李世石, Date: 2006-03-11, Rating: 3506, Black and White: 执白, Result: 胜, Opponent: 卡塔林
Player: 李世石, Date: 2006-02-22, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2006-02-20, Rating: 3504, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 李世石, Date: 2006-02-07, Rating: 3503, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 李世石, Date: 2006-02-06, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 朴文垚
