Player: 李世石, Date: 2008-12-26, Rating: 3582, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 李世石, Date: 2008-09-17, Rating: 3575, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 李世石, Date: 2008-09-14, Rating: 3575, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2008-09-11, Rating: 3575, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2008-09-08, Rating: 3575, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 李世石, Date: 2008-09-05, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 张立
Player: 李世石, Date: 2008-09-03, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 李世石, Date: 2008-08-27, Rating: 3576, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 李世石, Date: 2008-08-25, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 今村俊也
Player: 李世石, Date: 2008-08-23, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 河野临
Player: 李世石, Date: 2008-08-20, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 尹赫
Player: 李世石, Date: 2008-08-14, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 李世石, Date: 2008-08-03, Rating: 3576, Black and White: 执黑, Result: 负, Opponent: 韩尚勋
Player: 李世石, Date: 2008-07-29, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 金承俊
Player: 李世石, Date: 2008-07-27, Rating: 3576, Black and White: 执白, Result: 负, Opponent: 洪性志
Player: 李世石, Date: 2008-07-26, Rating: 3576, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 李世石, Date: 2008-07-20, Rating: 3577, Black and White: 执黑, Result: 负, Opponent: 洪性志
Player: 李世石, Date: 2008-07-18, Rating: 3577, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 李世石, Date: 2008-07-15, Rating: 3577, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 李世石, Date: 2008-07-09, Rating: 3577, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2008-07-03, Rating: 3578, Black and White: 执白, Result: 胜, Opponent: 李廷宇
Player: 李世石, Date: 2008-07-02, Rating: 3578, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2008-07-01, Rating: 3578, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2008-06-28, Rating: 3578, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2008-06-27, Rating: 3578, Black and White: 执白, Result: 胜, Opponent: 金成龙
Player: 李世石, Date: 2008-06-25, Rating: 3578, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2008-06-21, Rating: 3578, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 李世石, Date: 2008-06-18, Rating: 3578, Black and White: 执黑, Result: 胜, Opponent: 姜至省
Player: 李世石, Date: 2008-06-14, Rating: 3579, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 李世石, Date: 2008-06-07, Rating: 3579, Black and White: 执白, Result: 负, Opponent: 古力
Player: 李世石, Date: 2008-06-05, Rating: 3579, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李世石, Date: 2008-06-04, Rating: 3579, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2008-06-02, Rating: 3579, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 李世石, Date: 2008-05-30, Rating: 3579, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 李世石, Date: 2008-05-28, Rating: 3579, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 李世石, Date: 2008-05-26, Rating: 3579, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 李世石, Date: 2008-05-20, Rating: 3579, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 李世石, Date: 2008-05-19, Rating: 3579, Black and White: 执黑, Result: 负, Opponent: 韩钟振
Player: 李世石, Date: 2008-05-17, Rating: 3579, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2008-05-15, Rating: 3579, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 李世石, Date: 2008-05-06, Rating: 3578, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 李世石, Date: 2008-05-04, Rating: 3578, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李世石, Date: 2008-05-02, Rating: 3578, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 李世石, Date: 2008-04-30, Rating: 3578, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 李世石, Date: 2008-04-25, Rating: 3578, Black and White: 执黑, Result: 胜, Opponent: 金起用
Player: 李世石, Date: 2008-04-19, Rating: 3577, Black and White: 执黑, Result: 胜, Opponent: 朴承华
Player: 李世石, Date: 2008-04-17, Rating: 3577, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2008-04-14, Rating: 3577, Black and White: 执黑, Result: 胜, Opponent: 井山裕太
Player: 李世石, Date: 2008-04-03, Rating: 3576, Black and White: 执黑, Result: 胜, Opponent: 金成宰
Player: 李世石, Date: 2008-03-29, Rating: 3575, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 李世石, Date: 2008-03-17, Rating: 3574, Black and White: 执黑, Result: 负, Opponent: 丁伟
Player: 李世石, Date: 2008-03-11, Rating: 3574, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李世石, Date: 2008-03-05, Rating: 3573, Black and White: 执黑, Result: 胜, Opponent: 洪性志
Player: 李世石, Date: 2008-02-28, Rating: 3572, Black and White: 执黑, Result: 胜, Opponent: 韩尚勋
Player: 李世石, Date: 2008-02-27, Rating: 3572, Black and White: 执白, Result: 胜, Opponent: 韩尚勋
Player: 李世石, Date: 2008-02-25, Rating: 3572, Black and White: 执黑, Result: 负, Opponent: 韩尚勋
Player: 李世石, Date: 2008-02-19, Rating: 3572, Black and White: 执白, Result: 负, Opponent: 白洪淅
Player: 李世石, Date: 2008-01-24, Rating: 3570, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 李世石, Date: 2008-01-23, Rating: 3570, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 李世石, Date: 2008-01-21, Rating: 3570, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 李世石, Date: 2008-01-18, Rating: 3569, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 古力, Date: 2008-12-27, Rating: 3545, Black and White: 执黑, Result: 胜, Opponent: 王磊
Player: 古力, Date: 2008-12-24, Rating: 3545, Black and White: 执黑, Result: 胜, Opponent: 王雷
Player: 古力, Date: 2008-12-20, Rating: 3546, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 古力, Date: 2008-12-13, Rating: 3546, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 古力, Date: 2008-12-09, Rating: 3546, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 古力, Date: 2008-12-06, Rating: 3547, Black and White: 执白, Result: 胜, Opponent: 朱元豪
Player: 古力, Date: 2008-12-04, Rating: 3547, Black and White: 执白, Result: 负, Opponent: 廖行文
Player: 古力, Date: 2008-11-29, Rating: 3547, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 古力, Date: 2008-11-24, Rating: 3548, Black and White: 执黑, Result: 负, Opponent: 李康
Player: 古力, Date: 2008-11-22, Rating: 3548, Black and White: 执黑, Result: 胜, Opponent: 孟泰龄
Player: 古力, Date: 2008-11-20, Rating: 3548, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 古力, Date: 2008-11-19, Rating: 3548, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 古力, Date: 2008-11-17, Rating: 3548, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 古力, Date: 2008-11-15, Rating: 3548, Black and White: 执黑, Result: 胜, Opponent: 钟文靖
Player: 古力, Date: 2008-11-13, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2008-11-11, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 古力, Date: 2008-11-10, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2008-11-08, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 古力, Date: 2008-11-05, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 古力, Date: 2008-11-03, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 金炯佑
Player: 古力, Date: 2008-10-29, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2008-10-26, Rating: 3549, Black and White: 执黑, Result: 负, Opponent: 朴文垚
Player: 古力, Date: 2008-10-20, Rating: 3549, Black and White: 执白, Result: 负, Opponent: 朴文垚
Player: 古力, Date: 2008-10-10, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 古力, Date: 2008-10-07, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 张丰酋
Player: 古力, Date: 2008-10-07, Rating: 3549, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 古力, Date: 2008-10-05, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 王立诚
Player: 古力, Date: 2008-09-28, Rating: 3549, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 古力, Date: 2008-09-12, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 张立
Player: 古力, Date: 2008-09-10, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 钟文靖
Player: 古力, Date: 2008-09-10, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 刘小光
Player: 古力, Date: 2008-09-08, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 古力, Date: 2008-09-03, Rating: 3550, Black and White: 执白, Result: 负, Opponent: 陈时映
Player: 古力, Date: 2008-08-29, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 张栩
Player: 古力, Date: 2008-08-27, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 古力, Date: 2008-08-25, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 古力, Date: 2008-08-23, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 彦坂直人
Player: 古力, Date: 2008-08-19, Rating: 3550, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 古力, Date: 2008-07-25, Rating: 3551, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 古力, Date: 2008-07-20, Rating: 3551, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2008-07-18, Rating: 3551, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2008-07-07, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 古力, Date: 2008-07-05, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2008-07-01, Rating: 3550, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2008-06-26, Rating: 3550, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 古力, Date: 2008-06-24, Rating: 3550, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 古力, Date: 2008-06-21, Rating: 3550, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 古力, Date: 2008-06-19, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 古力, Date: 2008-06-14, Rating: 3550, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 古力, Date: 2008-06-11, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 古力, Date: 2008-06-09, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 古力, Date: 2008-06-07, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2008-06-05, Rating: 3549, Black and White: 执白, Result: 负, Opponent: 胡耀宇
Player: 古力, Date: 2008-06-02, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2008-05-31, Rating: 3549, Black and White: 执白, Result: 胜, Opponent: 李康
Player: 古力, Date: 2008-05-28, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 古力, Date: 2008-05-26, Rating: 3549, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 古力, Date: 2008-05-23, Rating: 3548, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 古力, Date: 2008-05-17, Rating: 3548, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2008-05-15, Rating: 3548, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 古力, Date: 2008-05-10, Rating: 3547, Black and White: 执黑, Result: 负, Opponent: 李喆
Player: 古力, Date: 2008-05-02, Rating: 3546, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 古力, Date: 2008-04-30, Rating: 3546, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 古力, Date: 2008-04-19, Rating: 3545, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 古力, Date: 2008-04-17, Rating: 3545, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 古力, Date: 2008-04-14, Rating: 3545, Black and White: 执白, Result: 胜, Opponent: 李映九
Player: 古力, Date: 2008-04-08, Rating: 3545, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 古力, Date: 2008-04-07, Rating: 3545, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 古力, Date: 2008-04-05, Rating: 3544, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 古力, Date: 2008-04-01, Rating: 3544, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 古力, Date: 2008-03-29, Rating: 3544, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2008-03-25, Rating: 3544, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 古力, Date: 2008-03-25, Rating: 3544, Black and White: 执黑, Result: 负, Opponent: 党毅飞
Player: 古力, Date: 2008-03-22, Rating: 3544, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2008-03-19, Rating: 3544, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 古力, Date: 2008-03-17, Rating: 3543, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 古力, Date: 2008-03-11, Rating: 3543, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2008-03-08, Rating: 3543, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2008-03-07, Rating: 3542, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 古力, Date: 2008-01-18, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2008-01-17, Rating: 3537, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 古力, Date: 2008-01-15, Rating: 3536, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2008-01-12, Rating: 3536, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2008-01-07, Rating: 3535, Black and White: 执黑, Result: 胜, Opponent: 刘宇
Player: 李昌镐, Date: 2008-12-23, Rating: 3512, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 李昌镐, Date: 2008-12-21, Rating: 3512, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-12-11, Rating: 3512, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 李昌镐, Date: 2008-12-09, Rating: 3512, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 李昌镐, Date: 2008-12-05, Rating: 3512, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 李昌镐, Date: 2008-12-03, Rating: 3512, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2008-11-19, Rating: 3512, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 李昌镐, Date: 2008-11-14, Rating: 3512, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 李昌镐, Date: 2008-11-11, Rating: 3512, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 李昌镐, Date: 2008-11-05, Rating: 3512, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 李昌镐, Date: 2008-11-03, Rating: 3512, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 李昌镐, Date: 2008-10-31, Rating: 3512, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 李昌镐, Date: 2008-10-29, Rating: 3512, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 李昌镐, Date: 2008-10-17, Rating: 3512, Black and White: 执白, Result: 负, Opponent: 崔明勋
Player: 李昌镐, Date: 2008-10-14, Rating: 3512, Black and White: 执白, Result: 负, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-10-10, Rating: 3512, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 李昌镐, Date: 2008-09-25, Rating: 3513, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 李昌镐, Date: 2008-09-23, Rating: 3513, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 李昌镐, Date: 2008-09-20, Rating: 3513, Black and White: 执黑, Result: 负, Opponent: 李廷宇
Player: 李昌镐, Date: 2008-09-13, Rating: 3513, Black and White: 执白, Result: 胜, Opponent: 柳东完
Player: 李昌镐, Date: 2008-09-09, Rating: 3513, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 2008-09-05, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 李昌镐, Date: 2008-09-03, Rating: 3514, Black and White: 执白, Result: 胜, Opponent: 郑岩
Player: 李昌镐, Date: 2008-08-25, Rating: 3514, Black and White: 执黑, Result: 负, Opponent: 朴文垚
Player: 李昌镐, Date: 2008-08-23, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 阿基鲁尔
Player: 李昌镐, Date: 2008-08-18, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 白洪淅
Player: 李昌镐, Date: 2008-08-10, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 李贤虎
Player: 李昌镐, Date: 2008-08-05, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-08-04, Rating: 3514, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-08-01, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 金起用
Player: 李昌镐, Date: 2008-07-29, Rating: 3514, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 李昌镐, Date: 2008-07-25, Rating: 3514, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2008-07-22, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 李昌镐, Date: 2008-07-18, Rating: 3514, Black and White: 执黑, Result: 胜, Opponent: 李勇赞
Player: 李昌镐, Date: 2008-07-15, Rating: 3514, Black and White: 执白, Result: 胜, Opponent: 金日焕
Player: 李昌镐, Date: 2008-07-13, Rating: 3514, Black and White: 执白, Result: 负, Opponent: 金炯佑
Player: 李昌镐, Date: 2008-07-07, Rating: 3514, Black and White: 执白, Result: 负, Opponent: 古力
Player: 李昌镐, Date: 2008-07-05, Rating: 3514, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 李昌镐, Date: 2008-07-02, Rating: 3514, Black and White: 执黑, Result: 负, Opponent: 洪性志
Player: 李昌镐, Date: 2008-06-24, Rating: 3514, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2008-06-21, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 金成宰
Player: 李昌镐, Date: 2008-06-18, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 白洪淅
Player: 李昌镐, Date: 2008-06-12, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 2008-06-07, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 李昌镐, Date: 2008-06-03, Rating: 3515, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 李昌镐, Date: 2008-06-01, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 李昌镐, Date: 2008-05-28, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 李昌镐, Date: 2008-05-26, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 李昌镐, Date: 2008-05-24, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-05-19, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 温昭珍
Player: 李昌镐, Date: 2008-05-18, Rating: 3515, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2008-05-15, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 2008-05-13, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 李昌镐, Date: 2008-05-07, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 2008-05-04, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 李昌镐, Date: 2008-05-02, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 李昌镐, Date: 2008-04-27, Rating: 3515, Black and White: 执白, Result: 负, Opponent: 洪性志
Player: 李昌镐, Date: 2008-04-22, Rating: 3515, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 李昌镐, Date: 2008-04-20, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 权五敏
Player: 李昌镐, Date: 2008-04-14, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 李昌镐, Date: 2008-04-10, Rating: 3515, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2008-03-17, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 李昌镐, Date: 2008-02-20, Rating: 3515, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 李昌镐, Date: 2008-02-12, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 崔原踊
Player: 李昌镐, Date: 2008-02-02, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-01-28, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 李昌镐, Date: 2008-01-26, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 李昌镐, Date: 2008-01-19, Rating: 3515, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 李昌镐, Date: 2008-01-10, Rating: 3515, Black and White: 执白, Result: 胜, Opponent: 安祚永
