Player: 加藤正夫, Date: 1980-12-18, Rating: 3335, Black and White: 执白, Result: 胜, Opponent: 白石裕
Player: 赵治勋, Date: 1980-08-27, Rating: 3375, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 赵治勋, Date: 1980-08-21, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 赵治勋, Date: 1980-08-13, Rating: 3374, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 赵治勋, Date: 1980-08-07, Rating: 3373, Black and White: 执黑, Result: 胜, Opponent: 桥本昌二
Player: 赵治勋, Date: 1980-08-01, Rating: 3373, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 赵治勋, Date: 1980-07-23, Rating: 3372, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 赵治勋, Date: 1980-07-10, Rating: 3371, Black and White: 执白, Result: 胜, Opponent: 东野弘昭
Player: 赵治勋, Date: 1980-07-03, Rating: 3371, Black and White: 执白, Result: 胜, Opponent: 羽根泰正
Player: 赵治勋, Date: 1980-06-26, Rating: 3370, Black and White: 执黑, Result: 胜, Opponent: 小岛高穗
Player: 赵治勋, Date: 1980-06-12, Rating: 3369, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 赵治勋, Date: 1980-06-05, Rating: 3368, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 赵治勋, Date: 1980-05-22, Rating: 3367, Black and White: 执黑, Result: 胜, Opponent: 杉内雅男
Player: 赵治勋, Date: 1980-05-15, Rating: 3366, Black and White: 执白, Result: 胜, Opponent: 茅野直彦
Player: 赵治勋, Date: 1980-05-08, Rating: 3365, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 赵治勋, Date: 1980-05-01, Rating: 3365, Black and White: 执黑, Result: 胜, Opponent: 藤泽秀行
Player: 赵治勋, Date: 1980-04-24, Rating: 3364, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 赵治勋, Date: 1980-04-17, Rating: 3363, Black and White: 执白, Result: 胜, Opponent: 藤泽朋斋
Player: 赵治勋, Date: 1980-04-03, Rating: 3362, Black and White: 执黑, Result: 胜, Opponent: 白石裕
Player: 赵治勋, Date: 1980-03-20, Rating: 3360, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 赵治勋, Date: 1980-03-13, Rating: 3359, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 赵治勋, Date: 1980-03-09, Rating: 3359, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 赵治勋, Date: 1980-03-06, Rating: 3358, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 赵治勋, Date: 1980-02-28, Rating: 3358, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1980-02-07, Rating: 3356, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 赵治勋, Date: 1980-01-27, Rating: 3355, Black and White: 执黑, Result: 胜, Opponent: 梶原武雄
Player: 赵治勋, Date: 1980-01-24, Rating: 3355, Black and White: 执白, Result: 胜, Opponent: 桥本宇太郎
Player: 赵治勋, Date: 1980-01-10, Rating: 3353, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 大竹英雄, Date: 1980-12-18, Rating: 3350, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-12-13, Rating: 3350, Black and White: 执白, Result: 胜, Opponent: 工藤纪夫
Player: 大竹英雄, Date: 1980-12-11, Rating: 3350, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-12-07, Rating: 3350, Black and White: 执黑, Result: 负, Opponent: 苑田勇一
Player: 大竹英雄, Date: 1980-11-27, Rating: 3351, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-11-13, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 大竹英雄, Date: 1980-11-05, Rating: 3351, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-10-22, Rating: 3351, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-10-16, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 桥本昌二
Player: 大竹英雄, Date: 1980-10-01, Rating: 3351, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-09-25, Rating: 3351, Black and White: 执黑, Result: 负, Opponent: 桥本宇太郎
Player: 大竹英雄, Date: 1980-09-17, Rating: 3351, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-09-10, Rating: 3351, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-08-27, Rating: 3352, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-08-13, Rating: 3352, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-08-01, Rating: 3352, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-07-23, Rating: 3352, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 大竹英雄, Date: 1980-07-17, Rating: 3352, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 大竹英雄, Date: 1980-07-03, Rating: 3353, Black and White: 执白, Result: 胜, Opponent: 本田邦久
Player: 大竹英雄, Date: 1980-06-19, Rating: 3353, Black and White: 执黑, Result: 胜, Opponent: 本田邦久
Player: 大竹英雄, Date: 1980-05-29, Rating: 3353, Black and White: 执黑, Result: 胜, Opponent: 工藤纪夫
Player: 大竹英雄, Date: 1980-05-22, Rating: 3353, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 大竹英雄, Date: 1980-05-08, Rating: 3353, Black and White: 执黑, Result: 胜, Opponent: 片冈聪
Player: 大竹英雄, Date: 1980-04-14, Rating: 3353, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 大竹英雄, Date: 1980-04-09, Rating: 3352, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 大竹英雄, Date: 1980-04-01, Rating: 3352, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 大竹英雄, Date: 1980-03-12, Rating: 3352, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 大竹英雄, Date: 1980-03-05, Rating: 3352, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 大竹英雄, Date: 1980-03-02, Rating: 3352, Black and White: 执白, Result: 负, Opponent: 石田芳夫
Player: 大竹英雄, Date: 1980-02-28, Rating: 3352, Black and White: 执白, Result: 胜, Opponent: 淡路修三
Player: 大竹英雄, Date: 1980-02-17, Rating: 3352, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 大竹英雄, Date: 1980-02-13, Rating: 3351, Black and White: 执黑, Result: 胜, Opponent: 工藤纪夫
Player: 大竹英雄, Date: 1980-02-03, Rating: 3351, Black and White: 执黑, Result: 负, Opponent: 石田芳夫
Player: 武宫正树, Date: 1980-12-18, Rating: 3294, Black and White: 执黑, Result: 胜, Opponent: 山部俊郎
Player: 武宫正树, Date: 1980-10-23, Rating: 3296, Black and White: 执黑, Result: 负, Opponent: 坂田荣男
Player: 武宫正树, Date: 1980-10-18, Rating: 3297, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 武宫正树, Date: 1980-10-09, Rating: 3297, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 武宫正树, Date: 1980-08-30, Rating: 3300, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 武宫正树, Date: 1980-08-14, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 武宫正树, Date: 1980-07-24, Rating: 3302, Black and White: 执白, Result: 负, Opponent: 牛之浜撮雄
Player: 武宫正树, Date: 1980-07-17, Rating: 3302, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 武宫正树, Date: 1980-07-04, Rating: 3303, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 武宫正树, Date: 1980-06-18, Rating: 3304, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 武宫正树, Date: 1980-06-11, Rating: 3304, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 武宫正树, Date: 1980-06-09, Rating: 3305, Black and White: 执黑, Result: 负, Opponent: 石田芳夫
Player: 武宫正树, Date: 1980-05-28, Rating: 3305, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 武宫正树, Date: 1980-05-15, Rating: 3306, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 武宫正树, Date: 1980-05-08, Rating: 3306, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 武宫正树, Date: 1980-05-01, Rating: 3307, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 武宫正树, Date: 1980-04-24, Rating: 3307, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 武宫正树, Date: 1980-04-10, Rating: 3308, Black and White: 执黑, Result: 负, Opponent: 坂田荣男
Player: 武宫正树, Date: 1980-04-03, Rating: 3308, Black and White: 执黑, Result: 胜, Opponent: 小岛高穗
Player: 武宫正树, Date: 1980-03-27, Rating: 3309, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 武宫正树, Date: 1980-03-13, Rating: 3310, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 武宫正树, Date: 1980-03-06, Rating: 3310, Black and White: 执白, Result: 胜, Opponent: 桥本宇太郎
Player: 武宫正树, Date: 1980-02-21, Rating: 3310, Black and White: 执白, Result: 胜, Opponent: 羽根泰正
Player: 武宫正树, Date: 1980-02-14, Rating: 3310, Black and White: 执黑, Result: 胜, Opponent: 藤泽朋斋
Player: 武宫正树, Date: 1980-01-31, Rating: 3311, Black and White: 执白, Result: 负, Opponent: 羽根泰正
Player: 武宫正树, Date: 1980-01-24, Rating: 3311, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 武宫正树, Date: 1980-01-10, Rating: 3311, Black and White: 执白, Result: 胜, Opponent: 小林光一
Player: 桥本昌二, Date: 1980-11-27, Rating: 3300, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 桥本昌二, Date: 1980-11-20, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 安倍吉辉
Player: 桥本昌二, Date: 1980-11-13, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 桥本昌二, Date: 1980-11-06, Rating: 3301, Black and White: 执白, Result: 负, Opponent: 白石裕
Player: 桥本昌二, Date: 1980-10-23, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 本田邦久
Player: 桥本昌二, Date: 1980-10-16, Rating: 3302, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 桥本昌二, Date: 1980-09-11, Rating: 3303, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 桥本昌二, Date: 1980-09-04, Rating: 3303, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 桥本昌二, Date: 1980-08-07, Rating: 3304, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 桥本昌二, Date: 1980-07-24, Rating: 3304, Black and White: 执白, Result: 胜, Opponent: 中村秀仁
Player: 桥本昌二, Date: 1980-07-10, Rating: 3304, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 桥本昌二, Date: 1980-05-22, Rating: 3306, Black and White: 执白, Result: 胜, Opponent: 石田章
Player: 桥本昌二, Date: 1980-03-09, Rating: 3307, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 桥本昌二, Date: 1980-02-07, Rating: 3307, Black and White: 执黑, Result: 负, Opponent: 工藤纪夫
Player: 桥本昌二, Date: 1980-01-24, Rating: 3308, Black and White: 执黑, Result: 胜, Opponent: 石田章
Player: 桥本昌二, Date: 1980-01-13, Rating: 3308, Black and White: 执黑, Result: 胜, Opponent: 上村阳生
Player: 桥本昌二, Date: 1980-01-10, Rating: 3308, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 林海峰, Date: 1980-12-18, Rating: 3295, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 林海峰, Date: 1980-12-10, Rating: 3296, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 林海峰, Date: 1980-11-27, Rating: 3296, Black and White: 执白, Result: 胜, Opponent: 本田邦久
Player: 林海峰, Date: 1980-11-13, Rating: 3297, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 林海峰, Date: 1980-11-05, Rating: 3298, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 林海峰, Date: 1980-10-09, Rating: 3299, Black and White: 执白, Result: 胜, Opponent: 东野弘昭
Player: 林海峰, Date: 1980-10-02, Rating: 3299, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 林海峰, Date: 1980-09-25, Rating: 3299, Black and White: 执黑, Result: 负, Opponent: 牛之浜撮雄
Player: 林海峰, Date: 1980-09-20, Rating: 3299, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 林海峰, Date: 1980-09-17, Rating: 3299, Black and White: 执黑, Result: 胜, Opponent: 高木祥一
Player: 林海峰, Date: 1980-09-04, Rating: 3299, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 林海峰, Date: 1980-08-28, Rating: 3299, Black and White: 执黑, Result: 胜, Opponent: 高川格
Player: 林海峰, Date: 1980-08-14, Rating: 3299, Black and White: 执白, Result: 负, Opponent: 加藤正夫
Player: 林海峰, Date: 1980-07-17, Rating: 3300, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 林海峰, Date: 1980-07-10, Rating: 3300, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 林海峰, Date: 1980-06-19, Rating: 3300, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 林海峰, Date: 1980-06-14, Rating: 3300, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 林海峰, Date: 1980-06-12, Rating: 3300, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 林海峰, Date: 1980-06-05, Rating: 3300, Black and White: 执黑, Result: 负, Opponent: 菅野清规
Player: 林海峰, Date: 1980-05-22, Rating: 3300, Black and White: 执黑, Result: 胜, Opponent: 桥本宇太郎
Player: 林海峰, Date: 1980-05-11, Rating: 3300, Black and White: 执白, Result: 负, Opponent: 羽根泰正
Player: 林海峰, Date: 1980-05-01, Rating: 3300, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 林海峰, Date: 1980-04-24, Rating: 3301, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 林海峰, Date: 1980-04-17, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 林海峰, Date: 1980-04-10, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 林海峰, Date: 1980-04-03, Rating: 3301, Black and White: 执白, Result: 胜, Opponent: 藤泽朋斋
Player: 林海峰, Date: 1980-03-27, Rating: 3300, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 林海峰, Date: 1980-03-20, Rating: 3300, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 林海峰, Date: 1980-03-13, Rating: 3300, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 林海峰, Date: 1980-03-06, Rating: 3300, Black and White: 执白, Result: 胜, Opponent: 白石裕
Player: 林海峰, Date: 1980-02-27, Rating: 3300, Black and White: 执白, Result: 负, Opponent: 藤泽秀行
Player: 林海峰, Date: 1980-02-20, Rating: 3299, Black and White: 执黑, Result: 负, Opponent: 藤泽秀行
Player: 林海峰, Date: 1980-02-14, Rating: 3299, Black and White: 执黑, Result: 负, Opponent: 羽根泰正
Player: 林海峰, Date: 1980-02-05, Rating: 3300, Black and White: 执白, Result: 胜, Opponent: 藤泽秀行
Player: 林海峰, Date: 1980-01-30, Rating: 3300, Black and White: 执黑, Result: 负, Opponent: 藤泽秀行
Player: 林海峰, Date: 1980-01-24, Rating: 3300, Black and White: 执白, Result: 负, Opponent: 工藤纪夫
Player: 林海峰, Date: 1980-01-16, Rating: 3300, Black and White: 执白, Result: 负, Opponent: 藤泽秀行
Player: 林海峰, Date: 1980-01-10, Rating: 3301, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 曹薰铉, Date: 1980-12-31, Rating: 3339, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 小林光一, Date: 1980-12-18, Rating: 3299, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 小林光一, Date: 1980-12-04, Rating: 3298, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 小林光一, Date: 1980-11-13, Rating: 3297, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 小林光一, Date: 1980-09-18, Rating: 3294, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 小林光一, Date: 1980-09-11, Rating: 3294, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 小林光一, Date: 1980-08-28, Rating: 3293, Black and White: 执白, Result: 负, Opponent: 石田芳夫
Player: 小林光一, Date: 1980-08-14, Rating: 3293, Black and White: 执白, Result: 胜, Opponent: 羽根泰正
Player: 小林光一, Date: 1980-08-07, Rating: 3293, Black and White: 执黑, Result: 胜, Opponent: 中村秀仁
Player: 小林光一, Date: 1980-07-17, Rating: 3292, Black and White: 执黑, Result: 胜, Opponent: 山部俊郎
Player: 小林光一, Date: 1980-07-03, Rating: 3291, Black and White: 执白, Result: 胜, Opponent: 石井邦生
Player: 小林光一, Date: 1980-06-19, Rating: 3290, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 小林光一, Date: 1980-05-29, Rating: 3289, Black and White: 执黑, Result: 胜, Opponent: 大平修三
Player: 小林光一, Date: 1980-05-22, Rating: 3288, Black and White: 执白, Result: 胜, Opponent: 坂田荣男
Player: 小林光一, Date: 1980-05-17, Rating: 3288, Black and White: 执白, Result: 负, Opponent: 工藤纪夫
Player: 小林光一, Date: 1980-05-15, Rating: 3288, Black and White: 执黑, Result: 胜, Opponent: 藤泽秀行
Player: 小林光一, Date: 1980-05-01, Rating: 3286, Black and White: 执黑, Result: 胜, Opponent: 白石裕
Player: 小林光一, Date: 1980-04-13, Rating: 3284, Black and White: 执黑, Result: 负, Opponent: 高木祥一
Player: 小林光一, Date: 1980-04-10, Rating: 3284, Black and White: 执黑, Result: 负, Opponent: 桥本宇太郎
Player: 小林光一, Date: 1980-04-02, Rating: 3284, Black and White: 执黑, Result: 胜, Opponent: 坂田荣男
Player: 小林光一, Date: 1980-03-27, Rating: 3283, Black and White: 执白, Result: 胜, Opponent: 藤泽朋斋
Player: 小林光一, Date: 1980-03-06, Rating: 3282, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 小林光一, Date: 1980-02-28, Rating: 3281, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 小林光一, Date: 1980-02-21, Rating: 3280, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 小林光一, Date: 1980-02-14, Rating: 3280, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 小林光一, Date: 1980-01-31, Rating: 3278, Black and White: 执白, Result: 负, Opponent: 坂田荣男
Player: 小林光一, Date: 1980-01-17, Rating: 3277, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 小林光一, Date: 1980-01-10, Rating: 3277, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 藤泽秀行, Date: 1980-12-18, Rating: 3264, Black and White: 执白, Result: 负, Opponent: 石田芳夫
Player: 藤泽秀行, Date: 1980-12-04, Rating: 3265, Black and White: 执白, Result: 胜, Opponent: 牛之浜撮雄
Player: 藤泽秀行, Date: 1980-11-15, Rating: 3265, Black and White: 执黑, Result: 胜, Opponent: 石井邦生
Player: 藤泽秀行, Date: 1980-10-16, Rating: 3266, Black and White: 执白, Result: 胜, Opponent: 清成哲也
Player: 藤泽秀行, Date: 1980-05-15, Rating: 3269, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 藤泽秀行, Date: 1980-05-01, Rating: 3269, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 藤泽秀行, Date: 1980-04-10, Rating: 3270, Black and White: 执白, Result: 胜, Opponent: 春山勇
Player: 藤泽秀行, Date: 1980-03-27, Rating: 3271, Black and White: 执黑, Result: 胜, Opponent: 苑田勇一
Player: 藤泽秀行, Date: 1980-02-27, Rating: 3271, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 藤泽秀行, Date: 1980-02-20, Rating: 3271, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 藤泽秀行, Date: 1980-02-05, Rating: 3271, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 藤泽秀行, Date: 1980-01-30, Rating: 3271, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 藤泽秀行, Date: 1980-01-16, Rating: 3271, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 坂田荣男, Date: 1980-12-18, Rating: 3258, Black and White: 执白, Result: 负, Opponent: 小林光一
Player: 坂田荣男, Date: 1980-12-11, Rating: 3258, Black and White: 执黑, Result: 胜, Opponent: 梶和为
Player: 坂田荣男, Date: 1980-12-04, Rating: 3258, Black and White: 执黑, Result: 负, Opponent: 小林光一
Player: 坂田荣男, Date: 1980-11-27, Rating: 3258, Black and White: 执黑, Result: 负, Opponent: 桥本昌二
Player: 坂田荣男, Date: 1980-11-13, Rating: 3259, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 坂田荣男, Date: 1980-11-05, Rating: 3260, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 坂田荣男, Date: 1980-10-23, Rating: 3261, Black and White: 执白, Result: 胜, Opponent: 武宫正树
Player: 坂田荣男, Date: 1980-10-18, Rating: 3261, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 坂田荣男, Date: 1980-10-09, Rating: 3262, Black and White: 执白, Result: 胜, Opponent: 杉内雅男
