Player: 柯洁, Date: 2017-01-01, Rating: 3695, Black and White: 执白, Result: 负, Opponent: 申旻埈
Player: 柯洁, Date: 2016-06-30, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 柯洁, Date: 2016-06-28, Rating: 3690, Black and White: 执黑, Result: 胜, Opponent: 童梦成
Player: 柯洁, Date: 2016-06-25, Rating: 3690, Black and White: 执黑, Result: 胜, Opponent: 金志锡
Player: 柯洁, Date: 2016-06-20, Rating: 3690, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 柯洁, Date: 2016-06-16, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 柯洁, Date: 2016-06-13, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 彭立尧
Player: 柯洁, Date: 2016-06-06, Rating: 3690, Black and White: 执黑, Result: 负, Opponent: 李东勋
Player: 柯洁, Date: 2016-06-04, Rating: 3690, Black and White: 执黑, Result: 负, Opponent: 范蕴若
Player: 柯洁, Date: 2016-06-03, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 汪涛
Player: 柯洁, Date: 2016-06-03, Rating: 3690, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 柯洁, Date: 2016-06-01, Rating: 3690, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 柯洁, Date: 2016-05-30, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 苏耀国
Player: 柯洁, Date: 2016-05-23, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 韩一洲
Player: 柯洁, Date: 2016-05-20, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 黄云嵩
Player: 柯洁, Date: 2016-05-18, Rating: 3690, Black and White: 执白, Result: 胜, Opponent: 聂卫平
Player: 柯洁, Date: 2016-05-16, Rating: 3690, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 柯洁, Date: 2016-05-11, Rating: 3690, Black and White: 执黑, Result: 胜, Opponent: 毛睿龙
Player: 柯洁, Date: 2016-05-09, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 柯洁, Date: 2016-04-30, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 谢科
Player: 柯洁, Date: 2016-04-24, Rating: 3691, Black and White: 执黑, Result: 负, Opponent: 朴廷桓
Player: 柯洁, Date: 2016-04-22, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 王元均
Player: 柯洁, Date: 2016-04-20, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 柯洁, Date: 2016-04-13, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 孟泰龄
Player: 柯洁, Date: 2016-04-11, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 柯洁, Date: 2016-03-28, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 李轩豪
Player: 柯洁, Date: 2016-03-21, Rating: 3691, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 柯洁, Date: 2016-03-19, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 周贺玺
Player: 柯洁, Date: 2016-03-07, Rating: 3691, Black and White: 执白, Result: 负, Opponent: 付冲
Player: 柯洁, Date: 2016-03-05, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 柯洁, Date: 2016-02-11, Rating: 3691, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 柯洁, Date: 2016-02-09, Rating: 3691, Black and White: 执黑, Result: 胜, Opponent: 一力辽
Player: 柯洁, Date: 2016-01-15, Rating: 3692, Black and White: 执黑, Result: 负, Opponent: 张立
Player: 柯洁, Date: 2016-01-05, Rating: 3692, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 柯洁, Date: 2016-01-04, Rating: 3692, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 柯洁, Date: 2016-01-02, Rating: 3692, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2016-12-10, Rating: 3678, Black and White: 执黑, Result: 胜, Opponent: 卞相壹
Player: 朴廷桓, Date: 2016-12-04, Rating: 3678, Black and White: 执黑, Result: 胜, Opponent: 罗玄
Player: 朴廷桓, Date: 2016-12-02, Rating: 3678, Black and White: 执黑, Result: 胜, Opponent: 柳秀沆
Player: 朴廷桓, Date: 2016-12-01, Rating: 3677, Black and White: 执白, Result: 胜, Opponent: 党毅飞
Player: 朴廷桓, Date: 2016-11-29, Rating: 3677, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 朴廷桓, Date: 2016-11-21, Rating: 3676, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 朴廷桓, Date: 2016-11-19, Rating: 3676, Black and White: 执黑, Result: 胜, Opponent: 朴进率
Player: 朴廷桓, Date: 2016-11-18, Rating: 3676, Black and White: 执黑, Result: 胜, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-11-16, Rating: 3675, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 朴廷桓, Date: 2016-11-14, Rating: 3675, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 朴廷桓, Date: 2016-11-12, Rating: 3675, Black and White: 执黑, Result: 胜, Opponent: 芈昱廷
Player: 朴廷桓, Date: 2016-11-06, Rating: 3674, Black and White: 执白, Result: 负, Opponent: 彭荃
Player: 朴廷桓, Date: 2016-11-03, Rating: 3674, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 朴廷桓, Date: 2016-10-26, Rating: 3673, Black and White: 执白, Result: 负, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-10-24, Rating: 3672, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-10-22, Rating: 3672, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-10-10, Rating: 3671, Black and White: 执白, Result: 负, Opponent: 时越
Player: 朴廷桓, Date: 2016-10-08, Rating: 3671, Black and White: 执黑, Result: 负, Opponent: 江维杰
Player: 朴廷桓, Date: 2016-10-06, Rating: 3671, Black and White: 执白, Result: 负, Opponent: 范蕴若
Player: 朴廷桓, Date: 2016-10-06, Rating: 3671, Black and White: 执白, Result: 胜, Opponent: 金庭贤
Player: 朴廷桓, Date: 2016-10-04, Rating: 3671, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 朴廷桓, Date: 2016-09-30, Rating: 3671, Black and White: 执黑, Result: 胜, Opponent: 柳珉滢
Player: 朴廷桓, Date: 2016-09-24, Rating: 3671, Black and White: 执黑, Result: 胜, Opponent: 朴承华
Player: 朴廷桓, Date: 2016-09-18, Rating: 3670, Black and White: 执白, Result: 胜, Opponent: 崔宰荣
Player: 朴廷桓, Date: 2016-09-12, Rating: 3670, Black and White: 执白, Result: 胜, Opponent: 辜梓豪
Player: 朴廷桓, Date: 2016-09-10, Rating: 3670, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2016-09-08, Rating: 3670, Black and White: 执黑, Result: 胜, Opponent: 夏晨琨
Player: 朴廷桓, Date: 2016-09-07, Rating: 3670, Black and White: 执黑, Result: 胜, Opponent: 黄云嵩
Player: 朴廷桓, Date: 2016-09-06, Rating: 3670, Black and White: 执白, Result: 负, Opponent: 檀啸
Player: 朴廷桓, Date: 2016-09-02, Rating: 3670, Black and White: 执黑, Result: 胜, Opponent: 寺山怜
Player: 朴廷桓, Date: 2016-08-25, Rating: 3669, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2016-08-21, Rating: 3669, Black and White: 执黑, Result: 胜, Opponent: 朴进率
Player: 朴廷桓, Date: 2016-08-12, Rating: 3669, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-08-10, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-08-05, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 范廷钰
Player: 朴廷桓, Date: 2016-08-04, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 富士田明彦
Player: 朴廷桓, Date: 2016-07-28, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 申真谞
Player: 朴廷桓, Date: 2016-07-27, Rating: 3669, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 朴廷桓, Date: 2016-07-25, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 朴廷桓, Date: 2016-07-24, Rating: 3669, Black and White: 执白, Result: 胜, Opponent: 洪性志
Player: 朴廷桓, Date: 2016-07-04, Rating: 3668, Black and White: 执白, Result: 胜, Opponent: 蒋其润
Player: 朴廷桓, Date: 2016-07-02, Rating: 3668, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 朴廷桓, Date: 2016-06-30, Rating: 3668, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 朴廷桓, Date: 2016-06-28, Rating: 3668, Black and White: 执白, Result: 胜, Opponent: 李铭
Player: 朴廷桓, Date: 2016-06-24, Rating: 3667, Black and White: 执黑, Result: 胜, Opponent: 宋泰坤
Player: 朴廷桓, Date: 2016-06-20, Rating: 3667, Black and White: 执白, Result: 胜, Opponent: 谢科
Player: 朴廷桓, Date: 2016-06-16, Rating: 3667, Black and White: 执黑, Result: 负, Opponent: 尹峻相
Player: 朴廷桓, Date: 2016-06-14, Rating: 3666, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2016-06-12, Rating: 3666, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2016-06-10, Rating: 3666, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2016-06-04, Rating: 3666, Black and White: 执黑, Result: 胜, Opponent: 闵详然
Player: 朴廷桓, Date: 2016-06-01, Rating: 3666, Black and White: 执白, Result: 胜, Opponent: 柯洁
Player: 朴廷桓, Date: 2016-05-30, Rating: 3665, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 朴廷桓, Date: 2016-05-22, Rating: 3665, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 朴廷桓, Date: 2016-05-19, Rating: 3664, Black and White: 执黑, Result: 负, Opponent: 申真谞
Player: 朴廷桓, Date: 2016-05-16, Rating: 3664, Black and White: 执白, Result: 胜, Opponent: 柯洁
Player: 朴廷桓, Date: 2016-05-09, Rating: 3663, Black and White: 执黑, Result: 胜, Opponent: 时越
Player: 朴廷桓, Date: 2016-05-02, Rating: 3663, Black and White: 执黑, Result: 负, Opponent: 罗玄
Player: 朴廷桓, Date: 2016-04-30, Rating: 3662, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 朴廷桓, Date: 2016-04-24, Rating: 3662, Black and White: 执白, Result: 胜, Opponent: 柯洁
Player: 朴廷桓, Date: 2016-04-22, Rating: 3661, Black and White: 执白, Result: 胜, Opponent: 黄云嵩
Player: 朴廷桓, Date: 2016-04-13, Rating: 3660, Black and White: 执黑, Result: 负, Opponent: 胡跃峰
Player: 朴廷桓, Date: 2016-04-11, Rating: 3660, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 朴廷桓, Date: 2016-03-28, Rating: 3658, Black and White: 执白, Result: 负, Opponent: 芈昱廷
Player: 朴廷桓, Date: 2016-03-23, Rating: 3658, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 朴廷桓, Date: 2016-03-20, Rating: 3658, Black and White: 执黑, Result: 负, Opponent: 廖元赫
Player: 朴廷桓, Date: 2016-03-01, Rating: 3657, Black and White: 执黑, Result: 胜, Opponent: 阿里贾巴林
Player: 朴廷桓, Date: 2016-02-29, Rating: 3657, Black and White: 执白, Result: 胜, Opponent: 林立祥
Player: 朴廷桓, Date: 2016-02-28, Rating: 3657, Black and White: 执黑, Result: 胜, Opponent: 六浦雄太
Player: 朴廷桓, Date: 2016-02-27, Rating: 3657, Black and White: 执白, Result: 胜, Opponent: 周睿羊
Player: 朴廷桓, Date: 2016-02-26, Rating: 3657, Black and White: 执白, Result: 胜, Opponent: 李立言
Player: 朴廷桓, Date: 2016-02-15, Rating: 3656, Black and White: 执黑, Result: 胜, Opponent: 尹峻相
Player: 朴廷桓, Date: 2016-02-11, Rating: 3656, Black and White: 执白, Result: 负, Opponent: 安成浚
Player: 朴廷桓, Date: 2016-01-21, Rating: 3655, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2016-01-20, Rating: 3655, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2016-01-18, Rating: 3655, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 朴廷桓, Date: 2016-01-14, Rating: 3655, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2016-01-14, Rating: 3655, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 朴廷桓, Date: 2016-01-11, Rating: 3654, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2016-01-09, Rating: 3654, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 朴廷桓, Date: 2016-01-08, Rating: 3654, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 芈昱廷, Date: 2017-01-01, Rating: 3630, Black and White: 执黑, Result: 胜, Opponent: 芝野虎丸
Player: 芈昱廷, Date: 2016-12-31, Rating: 3630, Black and White: 执黑, Result: 胜, Opponent: 廖元赫
Player: 芈昱廷, Date: 2016-12-26, Rating: 3630, Black and White: 执白, Result: 胜, Opponent: 国宇征
Player: 芈昱廷, Date: 2016-12-24, Rating: 3629, Black and White: 执黑, Result: 胜, Opponent: 陈贤
Player: 芈昱廷, Date: 2016-12-20, Rating: 3629, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 芈昱廷, Date: 2016-12-03, Rating: 3628, Black and White: 执黑, Result: 胜, Opponent: 陶欣然
Player: 芈昱廷, Date: 2016-12-01, Rating: 3628, Black and White: 执黑, Result: 负, Opponent: 周睿羊
Player: 芈昱廷, Date: 2016-11-28, Rating: 3628, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 芈昱廷, Date: 2016-11-21, Rating: 3627, Black and White: 执白, Result: 负, Opponent: 辜梓豪
Player: 芈昱廷, Date: 2016-11-18, Rating: 3627, Black and White: 执白, Result: 胜, Opponent: 蔡竞
Player: 芈昱廷, Date: 2016-11-12, Rating: 3627, Black and White: 执白, Result: 负, Opponent: 朴廷桓
Player: 芈昱廷, Date: 2016-11-06, Rating: 3627, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 芈昱廷, Date: 2016-11-04, Rating: 3627, Black and White: 执黑, Result: 胜, Opponent: 廖元赫
Player: 芈昱廷, Date: 2016-10-28, Rating: 3627, Black and White: 执白, Result: 胜, Opponent: 姜东润
Player: 芈昱廷, Date: 2016-10-20, Rating: 3627, Black and White: 执黑, Result: 负, Opponent: 黄云嵩
Player: 芈昱廷, Date: 2016-10-19, Rating: 3627, Black and White: 执白, Result: 胜, Opponent: 童梦成
Player: 芈昱廷, Date: 2016-10-18, Rating: 3627, Black and White: 执黑, Result: 胜, Opponent: 谢尔豪
Player: 芈昱廷, Date: 2016-10-15, Rating: 3626, Black and White: 执黑, Result: 胜, Opponent: 柯洁
Player: 芈昱廷, Date: 2016-10-14, Rating: 3626, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 芈昱廷, Date: 2016-10-12, Rating: 3626, Black and White: 执白, Result: 胜, Opponent: 李钦诚
Player: 芈昱廷, Date: 2016-10-10, Rating: 3626, Black and White: 执黑, Result: 胜, Opponent: 谢尔豪
Player: 芈昱廷, Date: 2016-10-08, Rating: 3626, Black and White: 执白, Result: 胜, Opponent: 张涛
Player: 芈昱廷, Date: 2016-09-12, Rating: 3623, Black and White: 执黑, Result: 负, Opponent: 李轩豪
Player: 芈昱廷, Date: 2016-09-10, Rating: 3623, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 芈昱廷, Date: 2016-08-23, Rating: 3622, Black and White: 执黑, Result: 胜, Opponent: 廖行文
Player: 芈昱廷, Date: 2016-08-22, Rating: 3622, Black and White: 执黑, Result: 胜, Opponent: 古灵益
Player: 芈昱廷, Date: 2016-08-18, Rating: 3622, Black and White: 执黑, Result: 负, Opponent: 唐韦星
Player: 芈昱廷, Date: 2016-07-04, Rating: 3619, Black and White: 执黑, Result: 负, Opponent: 时越
Player: 芈昱廷, Date: 2016-06-25, Rating: 3618, Black and White: 执白, Result: 胜, Opponent: 丁世雄
Player: 芈昱廷, Date: 2016-06-20, Rating: 3618, Black and White: 执黑, Result: 负, Opponent: 李东勋
Player: 芈昱廷, Date: 2016-06-16, Rating: 3618, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 芈昱廷, Date: 2016-06-13, Rating: 3618, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 芈昱廷, Date: 2016-06-12, Rating: 3618, Black and White: 执黑, Result: 胜, Opponent: 毛睿龙
Player: 芈昱廷, Date: 2016-06-06, Rating: 3618, Black and White: 执黑, Result: 胜, Opponent: 连笑
Player: 芈昱廷, Date: 2016-06-04, Rating: 3618, Black and White: 执白, Result: 胜, Opponent: 蔡竞
Player: 芈昱廷, Date: 2016-06-04, Rating: 3618, Black and White: 执白, Result: 胜, Opponent: 李铭
Player: 芈昱廷, Date: 2016-06-03, Rating: 3618, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 芈昱廷, Date: 2016-06-03, Rating: 3618, Black and White: 执黑, Result: 胜, Opponent: 杨楷文
Player: 芈昱廷, Date: 2016-05-30, Rating: 3617, Black and White: 执黑, Result: 负, Opponent: 李映九
Player: 芈昱廷, Date: 2016-05-22, Rating: 3617, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 芈昱廷, Date: 2016-05-20, Rating: 3617, Black and White: 执白, Result: 胜, Opponent: 辜梓豪
Player: 芈昱廷, Date: 2016-05-18, Rating: 3617, Black and White: 执黑, Result: 胜, Opponent: 范胤
Player: 芈昱廷, Date: 2016-05-16, Rating: 3616, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 芈昱廷, Date: 2016-05-11, Rating: 3616, Black and White: 执白, Result: 胜, Opponent: 李轩豪
Player: 芈昱廷, Date: 2016-05-09, Rating: 3616, Black and White: 执白, Result: 胜, Opponent: 唐韦星
Player: 芈昱廷, Date: 2016-04-30, Rating: 3615, Black and White: 执白, Result: 负, Opponent: 金志锡
Player: 芈昱廷, Date: 2016-04-22, Rating: 3614, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 芈昱廷, Date: 2016-04-20, Rating: 3614, Black and White: 执白, Result: 胜, Opponent: 樊麾
Player: 芈昱廷, Date: 2016-04-13, Rating: 3613, Black and White: 执黑, Result: 胜, Opponent: 杨鼎新
Player: 芈昱廷, Date: 2016-04-11, Rating: 3613, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 芈昱廷, Date: 2016-03-28, Rating: 3612, Black and White: 执黑, Result: 胜, Opponent: 朴廷桓
Player: 芈昱廷, Date: 2016-03-26, Rating: 3612, Black and White: 执白, Result: 胜, Opponent: 罗玄
Player: 芈昱廷, Date: 2016-03-21, Rating: 3611, Black and White: 执白, Result: 负, Opponent: 连笑
Player: 芈昱廷, Date: 2016-03-19, Rating: 3611, Black and White: 执白, Result: 胜, Opponent: 杨鼎新
Player: 芈昱廷, Date: 2016-01-28, Rating: 3605, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 芈昱廷, Date: 2016-01-27, Rating: 3605, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 芈昱廷, Date: 2016-01-18, Rating: 3604, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 芈昱廷, Date: 2016-01-17, Rating: 3604, Black and White: 执黑, Result: 负, Opponent: 彭立尧
Player: 芈昱廷, Date: 2016-01-16, Rating: 3604, Black and White: 执黑, Result: 胜, Opponent: 连笑
Player: 芈昱廷, Date: 2016-01-15, Rating: 3604, Black and White: 执黑, Result: 胜, Opponent: 安冬旭
Player: 李世石, Date: 2016-12-26, Rating: 3561, Black and White: 执白, Result: 胜, Opponent: 罗玄
Player: 李世石, Date: 2016-12-19, Rating: 3562, Black and White: 执黑, Result: 胜, Opponent: 罗玄
Player: 李世石, Date: 2016-12-05, Rating: 3563, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 李世石, Date: 2016-11-08, Rating: 3565, Black and White: 执黑, Result: 负, Opponent: 金起用
Player: 李世石, Date: 2016-11-06, Rating: 3565, Black and White: 执黑, Result: 胜, Opponent: 曹又尹
Player: 李世石, Date: 2016-11-02, Rating: 3565, Black and White: 执黑, Result: 负, Opponent: 柯洁
Player: 李世石, Date: 2016-11-01, Rating: 3565, Black and White: 执黑, Result: 胜, Opponent: 柯洁
Player: 李世石, Date: 2016-10-31, Rating: 3565, Black and White: 执白, Result: 负, Opponent: 柯洁
Player: 李世石, Date: 2016-10-24, Rating: 3566, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 李世石, Date: 2016-10-20, Rating: 3566, Black and White: 执黑, Result: 负, Opponent: 李志贤
Player: 李世石, Date: 2016-10-14, Rating: 3567, Black and White: 执白, Result: 负, Opponent: 李映九
Player: 李世石, Date: 2016-10-09, Rating: 3567, Black and White: 执黑, Result: 负, Opponent: 安成浚
Player: 李世石, Date: 2016-10-06, Rating: 3568, Black and White: 执白, Result: 胜, Opponent: 唐韦星
