Player: 李昌镐, Date: 2002-12-28, Rating: 3522, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 曹薰铉, Date: 2002-11-21, Rating: 3413, Black and White: 执黑, Result: 胜, Opponent: 宋雪林
Player: 曹薰铉, Date: 2002-11-18, Rating: 3413, Black and White: 执黑, Result: 负, Opponent: 宋泰坤
Player: 曹薰铉, Date: 2002-11-13, Rating: 3414, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 曹薰铉, Date: 2002-11-12, Rating: 3414, Black and White: 执黑, Result: 胜, Opponent: 王煜辉
Player: 曹薰铉, Date: 2002-11-07, Rating: 3414, Black and White: 执黑, Result: 负, Opponent: 董彦
Player: 曹薰铉, Date: 2002-11-04, Rating: 3415, Black and White: 执白, Result: 胜, Opponent: 尹盛铉
Player: 曹薰铉, Date: 2002-10-31, Rating: 3415, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 曹薰铉, Date: 2002-10-28, Rating: 3415, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 曹薰铉, Date: 2002-10-26, Rating: 3416, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 曹薰铉, Date: 2002-10-17, Rating: 3416, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 曹薰铉, Date: 2002-10-04, Rating: 3418, Black and White: 执白, Result: 胜, Opponent: 金秀壮
Player: 曹薰铉, Date: 2002-10-02, Rating: 3418, Black and White: 执黑, Result: 胜, Opponent: 芮乃伟
Player: 曹薰铉, Date: 2002-09-30, Rating: 3418, Black and White: 执白, Result: 胜, Opponent: 洪章植
Player: 曹薰铉, Date: 2002-09-26, Rating: 3418, Black and White: 执白, Result: 负, Opponent: 赵大贤
Player: 曹薰铉, Date: 2002-09-11, Rating: 3420, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 曹薰铉, Date: 2002-09-02, Rating: 3420, Black and White: 执白, Result: 负, Opponent: 王磊
Player: 曹薰铉, Date: 2002-08-30, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 曹薰铉, Date: 2002-08-28, Rating: 3421, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 曹薰铉, Date: 2002-08-22, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 曹薰铉, Date: 2002-08-21, Rating: 3421, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 曹薰铉, Date: 2002-08-19, Rating: 3421, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-08-16, Rating: 3421, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 曹薰铉, Date: 2002-08-02, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 李勇秀
Player: 曹薰铉, Date: 2002-07-31, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 江铸久
Player: 曹薰铉, Date: 2002-07-24, Rating: 3423, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 曹薰铉, Date: 2002-07-22, Rating: 3423, Black and White: 执黑, Result: 胜, Opponent: 玉得真
Player: 曹薰铉, Date: 2002-07-10, Rating: 3423, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 曹薰铉, Date: 2002-07-01, Rating: 3423, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 2002-06-27, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 曹薰铉, Date: 2002-06-24, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 崔明勋
Player: 曹薰铉, Date: 2002-06-21, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 姜勋(大)
Player: 曹薰铉, Date: 2002-06-19, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 曹薰铉, Date: 2002-06-17, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 曹薰铉, Date: 2002-06-14, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 曹薰铉, Date: 2002-05-29, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-05-28, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 安永吉
Player: 曹薰铉, Date: 2002-05-23, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 曹薰铉, Date: 2002-05-20, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 曹薰铉, Date: 2002-05-13, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 尹炫皙
Player: 曹薰铉, Date: 2002-05-10, Rating: 3424, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 2002-05-08, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 张栩
Player: 曹薰铉, Date: 2002-05-02, Rating: 3425, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 曹薰铉, Date: 2002-04-29, Rating: 3425, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 2002-04-27, Rating: 3425, Black and White: 执白, Result: 胜, Opponent: 崔明勋
Player: 曹薰铉, Date: 2002-04-25, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 曹大元
Player: 曹薰铉, Date: 2002-04-20, Rating: 3425, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 曹薰铉, Date: 2002-04-18, Rating: 3425, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 2002-04-15, Rating: 3425, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 曹薰铉, Date: 2002-04-08, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 李贤旭
Player: 曹薰铉, Date: 2002-04-04, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 2002-04-01, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-03-29, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-03-27, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-03-23, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 曹薰铉, Date: 2002-03-22, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 曹薰铉, Date: 2002-03-19, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 曹薰铉, Date: 2002-03-18, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 睦镇硕
Player: 曹薰铉, Date: 2002-03-11, Rating: 3428, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 2002-03-07, Rating: 3428, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 曹薰铉, Date: 2002-02-28, Rating: 3428, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-02-26, Rating: 3428, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 2002-02-21, Rating: 3428, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 曹薰铉, Date: 2002-02-15, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 曹薰铉, Date: 2002-02-05, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 2002-01-30, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 曹薰铉, Date: 2002-01-29, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 曹薰铉, Date: 2002-01-25, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 朴升哲
Player: 曹薰铉, Date: 2002-01-22, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 李勇赞
Player: 曹薰铉, Date: 2002-01-18, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 2002-01-04, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 曹薰铉, Date: 2002-01-04, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 朴志勋
Player: 李世石, Date: 2002-12-23, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 李世石, Date: 2002-12-01, Rating: 3446, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2002-11-20, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 崔明勋
Player: 李世石, Date: 2002-11-04, Rating: 3443, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 李世石, Date: 2002-10-31, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 李世石, Date: 2002-10-28, Rating: 3442, Black and White: 执黑, Result: 胜, Opponent: 郑大相
Player: 李世石, Date: 2002-10-23, Rating: 3441, Black and White: 执白, Result: 负, Opponent: 崔明勋
Player: 李世石, Date: 2002-10-11, Rating: 3440, Black and White: 执白, Result: 胜, Opponent: 白大铉
Player: 李世石, Date: 2002-10-04, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 李世石, Date: 2002-10-01, Rating: 3439, Black and White: 执黑, Result: 胜, Opponent: 白大铉
Player: 李世石, Date: 2002-09-26, Rating: 3438, Black and White: 执黑, Result: 负, Opponent: 尹盛铉
Player: 李世石, Date: 2002-09-12, Rating: 3437, Black and White: 执黑, Result: 胜, Opponent: 张秀英
Player: 李世石, Date: 2002-09-09, Rating: 3437, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 李世石, Date: 2002-09-02, Rating: 3436, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 李世石, Date: 2002-08-28, Rating: 3435, Black and White: 执白, Result: 负, Opponent: 曹大元
Player: 李世石, Date: 2002-08-23, Rating: 3435, Black and White: 执白, Result: 负, Opponent: 安祚永
Player: 李世石, Date: 2002-08-19, Rating: 3435, Black and White: 执白, Result: 胜, Opponent: 姜至省
Player: 李世石, Date: 2002-08-16, Rating: 3435, Black and White: 执黑, Result: 胜, Opponent: 尹盛铉
Player: 李世石, Date: 2002-08-13, Rating: 3435, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2002-08-09, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 朴升哲
Player: 李世石, Date: 2002-08-08, Rating: 3434, Black and White: 执黑, Result: 负, Opponent: 宋泰坤
Player: 李世石, Date: 2002-08-06, Rating: 3434, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2002-08-03, Rating: 3434, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2002-07-31, Rating: 3434, Black and White: 执黑, Result: 负, Opponent: 尹盛铉
Player: 李世石, Date: 2002-07-29, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 金东烨
Player: 李世石, Date: 2002-07-26, Rating: 3434, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2002-07-24, Rating: 3434, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 李世石, Date: 2002-07-19, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2002-07-12, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2002-07-10, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2002-07-08, Rating: 3434, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2002-07-06, Rating: 3434, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2002-07-03, Rating: 3434, Black and White: 执黑, Result: 胜, Opponent: 彭荃
Player: 李世石, Date: 2002-07-01, Rating: 3434, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 李世石, Date: 2002-06-30, Rating: 3434, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 李世石, Date: 2002-06-24, Rating: 3433, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2002-06-21, Rating: 3433, Black and White: 执白, Result: 胜, Opponent: 朴炳奎
Player: 李世石, Date: 2002-06-19, Rating: 3433, Black and White: 执黑, Result: 胜, Opponent: 安永吉
Player: 李世石, Date: 2002-06-17, Rating: 3433, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2002-06-14, Rating: 3433, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2002-06-07, Rating: 3432, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 李世石, Date: 2002-06-05, Rating: 3432, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 李世石, Date: 2002-06-01, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 李世石, Date: 2002-05-29, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2002-05-28, Rating: 3431, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 李世石, Date: 2002-05-27, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2002-05-24, Rating: 3431, Black and White: 执白, Result: 胜, Opponent: 李贤旭
Player: 李世石, Date: 2002-05-18, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 结城聪
Player: 李世石, Date: 2002-05-13, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 金承俊
Player: 李世石, Date: 2002-05-09, Rating: 3429, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2002-05-08, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 李世石, Date: 2002-05-04, Rating: 3429, Black and White: 执黑, Result: 胜, Opponent: 金明完
Player: 李世石, Date: 2002-05-02, Rating: 3428, Black and White: 执白, Result: 胜, Opponent: 李相勋(大)
Player: 李世石, Date: 2002-04-26, Rating: 3428, Black and White: 执黑, Result: 负, Opponent: 许映皓
Player: 李世石, Date: 2002-04-24, Rating: 3428, Black and White: 执黑, Result: 胜, Opponent: 金明完
Player: 李世石, Date: 2002-04-19, Rating: 3427, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 李世石, Date: 2002-04-15, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 李世石, Date: 2002-04-13, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 王森峰
Player: 李世石, Date: 2002-04-08, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 金明完
Player: 李世石, Date: 2002-04-03, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 李相勋(小)
Player: 李世石, Date: 2002-04-01, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 睦镇硕
Player: 李世石, Date: 2002-03-28, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 崔明勋
Player: 李世石, Date: 2002-03-23, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 杨嘉源
Player: 李世石, Date: 2002-03-22, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 李世石, Date: 2002-03-19, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 李世石, Date: 2002-03-07, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 尹炫皙
Player: 李世石, Date: 2002-03-06, Rating: 3425, Black and White: 执白, Result: 负, Opponent: 廉正勋
Player: 李世石, Date: 2002-02-28, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 朴升哲
Player: 李世石, Date: 2002-02-21, Rating: 3424, Black and White: 执白, Result: 胜, Opponent: 朱亨煜
Player: 李世石, Date: 2002-01-29, Rating: 3423, Black and White: 执黑, Result: 负, Opponent: 睦镇硕
Player: 李世石, Date: 2002-01-18, Rating: 3422, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 李世石, Date: 2002-01-10, Rating: 3422, Black and White: 执黑, Result: 负, Opponent: 安永吉
Player: 李世石, Date: 2002-01-04, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 古力, Date: 2002-12-01, Rating: 3448, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 古力, Date: 2002-11-28, Rating: 3448, Black and White: 执黑, Result: 胜, Opponent: 董彦
Player: 古力, Date: 2002-11-14, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 古力, Date: 2002-11-07, Rating: 3446, Black and White: 执白, Result: 胜, Opponent: 吴新宇
Player: 古力, Date: 2002-10-31, Rating: 3445, Black and White: 执黑, Result: 胜, Opponent: 金荣三
Player: 古力, Date: 2002-10-29, Rating: 3445, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 古力, Date: 2002-10-29, Rating: 3445, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 古力, Date: 2002-10-24, Rating: 3444, Black and White: 执黑, Result: 负, Opponent: 孔杰
Player: 古力, Date: 2002-10-22, Rating: 3444, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 古力, Date: 2002-10-10, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 古力, Date: 2002-10-05, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 古力, Date: 2002-10-03, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 李载雄
Player: 古力, Date: 2002-09-26, Rating: 3442, Black and White: 执黑, Result: 负, Opponent: 邹俊杰
Player: 古力, Date: 2002-09-24, Rating: 3442, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 古力, Date: 2002-09-23, Rating: 3441, Black and White: 执白, Result: 负, Opponent: 黄奕中
Player: 古力, Date: 2002-09-22, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 张英挺
Player: 古力, Date: 2002-09-20, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 古力, Date: 2002-09-19, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 张文东
Player: 古力, Date: 2002-09-18, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2002-09-16, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 段嵘
Player: 古力, Date: 2002-09-15, Rating: 3441, Black and White: 执黑, Result: 胜, Opponent: 杭天鹏
Player: 古力, Date: 2002-09-12, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 岳亮
Player: 古力, Date: 2002-09-05, Rating: 3439, Black and White: 执白, Result: 胜, Opponent: 刘熙
Player: 古力, Date: 2002-08-11, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 董彦
Player: 古力, Date: 2002-08-09, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 古力, Date: 2002-08-08, Rating: 3436, Black and White: 执白, Result: 胜, Opponent: 刘小光
Player: 古力, Date: 2002-08-07, Rating: 3435, Black and White: 执白, Result: 负, Opponent: 刘菁
Player: 古力, Date: 2002-07-29, Rating: 3434, Black and White: 执白, Result: 负, Opponent: 邱峻
