Player: 李世石, Date: 2009-10-29, Rating: 3585, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2009-06-27, Rating: 3525, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 古力, Date: 2009-06-18, Rating: 3525, Black and White: 执黑, Result: 胜, Opponent: 廖行文
Player: 古力, Date: 2009-06-13, Rating: 3526, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 古力, Date: 2009-06-06, Rating: 3527, Black and White: 执白, Result: 胜, Opponent: 王昊洋
Player: 古力, Date: 2009-06-03, Rating: 3527, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 古力, Date: 2009-06-01, Rating: 3527, Black and White: 执白, Result: 胜, Opponent: 张璇
Player: 古力, Date: 2009-05-30, Rating: 3527, Black and White: 执白, Result: 胜, Opponent: 朱元豪
Player: 古力, Date: 2009-05-28, Rating: 3528, Black and White: 执黑, Result: 负, Opponent: 孙力
Player: 古力, Date: 2009-05-23, Rating: 3528, Black and White: 执黑, Result: 胜, Opponent: 张维
Player: 古力, Date: 2009-05-20, Rating: 3529, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 古力, Date: 2009-05-18, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 古力, Date: 2009-05-14, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 古力, Date: 2009-05-09, Rating: 3530, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 古力, Date: 2009-05-04, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 古力, Date: 2009-05-03, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 古力, Date: 2009-05-02, Rating: 3531, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 古力, Date: 2009-05-01, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 古力, Date: 2009-04-29, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 古力, Date: 2009-04-26, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 古力, Date: 2009-04-16, Rating: 3532, Black and White: 执白, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2009-04-13, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 河野临
Player: 古力, Date: 2009-04-01, Rating: 3534, Black and White: 执黑, Result: 负, Opponent: 陈耀烨
Player: 古力, Date: 2009-03-27, Rating: 3535, Black and White: 执黑, Result: 胜, Opponent: 许映皓
Player: 古力, Date: 2009-03-21, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 李廷宇
Player: 古力, Date: 2009-03-16, Rating: 3536, Black and White: 执白, Result: 负, Opponent: 古灵益
Player: 古力, Date: 2009-03-15, Rating: 3536, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 古力, Date: 2009-03-14, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 杨一80
Player: 古力, Date: 2009-03-14, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 时越
Player: 古力, Date: 2009-03-09, Rating: 3537, Black and White: 执白, Result: 负, Opponent: 邬光亚
Player: 古力, Date: 2009-03-02, Rating: 3538, Black and White: 执白, Result: 胜, Opponent: 李元道
Player: 古力, Date: 2009-02-28, Rating: 3539, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 古力, Date: 2009-02-25, Rating: 3539, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2009-02-23, Rating: 3539, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2009-02-19, Rating: 3540, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 古力, Date: 2009-02-08, Rating: 3541, Black and White: 执白, Result: 负, Opponent: 王垚
Player: 古力, Date: 2009-01-17, Rating: 3544, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 古力, Date: 2009-01-08, Rating: 3545, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 古力, Date: 2009-01-06, Rating: 3545, Black and White: 执黑, Result: 胜, Opponent: 朴文垚
Player: 孔杰, Date: 2009-12-30, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 江维杰
Player: 孔杰, Date: 2009-12-27, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 孔杰, Date: 2009-12-27, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 孔杰, Date: 2009-12-26, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 孔杰, Date: 2009-12-19, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2009-12-17, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2009-12-15, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2009-12-12, Rating: 3537, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 孔杰, Date: 2009-12-05, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 陈潇楠
Player: 孔杰, Date: 2009-11-28, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 常昊
Player: 孔杰, Date: 2009-11-22, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 丁伟
Player: 孔杰, Date: 2009-11-20, Rating: 3537, Black and White: 执白, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2009-11-19, Rating: 3537, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2009-11-11, Rating: 3538, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 孔杰, Date: 2009-11-09, Rating: 3538, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 孔杰, Date: 2009-11-04, Rating: 3538, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2009-11-02, Rating: 3538, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2009-10-29, Rating: 3537, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2009-10-20, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
Player: 孔杰, Date: 2009-10-20, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 孙力
Player: 孔杰, Date: 2009-10-17, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 牛雨田
Player: 孔杰, Date: 2009-10-14, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 孔杰, Date: 2009-10-13, Rating: 3537, Black and White: 执黑, Result: 胜, Opponent: 山下敬吾
Player: 孔杰, Date: 2009-10-10, Rating: 3537, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 孔杰, Date: 2009-09-29, Rating: 3536, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 孔杰, Date: 2009-09-12, Rating: 3535, Black and White: 执黑, Result: 胜, Opponent: 李元荣
Player: 孔杰, Date: 2009-09-11, Rating: 3534, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 孔杰, Date: 2009-09-10, Rating: 3534, Black and White: 执白, Result: 胜, Opponent: 李元荣
Player: 孔杰, Date: 2009-09-07, Rating: 3534, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 孔杰, Date: 2009-09-05, Rating: 3534, Black and White: 执黑, Result: 负, Opponent: 李喆
Player: 孔杰, Date: 2009-08-27, Rating: 3534, Black and White: 执白, Result: 负, Opponent: 刘世振
Player: 孔杰, Date: 2009-07-11, Rating: 3532, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2009-07-09, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 孔杰, Date: 2009-07-04, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 孔杰, Date: 2009-06-27, Rating: 3532, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 孔杰, Date: 2009-06-24, Rating: 3532, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 孔杰, Date: 2009-06-18, Rating: 3531, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 孔杰, Date: 2009-06-13, Rating: 3531, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2009-06-12, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 孔杰, Date: 2009-06-11, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 孔杰, Date: 2009-06-09, Rating: 3531, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 孔杰, Date: 2009-06-06, Rating: 3530, Black and White: 执黑, Result: 胜, Opponent: 李康
Player: 孔杰, Date: 2009-06-03, Rating: 3530, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 孔杰, Date: 2009-06-01, Rating: 3530, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 孔杰, Date: 2009-05-30, Rating: 3530, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 孔杰, Date: 2009-05-28, Rating: 3529, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 孔杰, Date: 2009-05-25, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 孔杰, Date: 2009-05-23, Rating: 3529, Black and White: 执白, Result: 负, Opponent: 孟泰龄
Player: 孔杰, Date: 2009-05-20, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 姜儒泽
Player: 孔杰, Date: 2009-05-18, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 孔杰, Date: 2009-05-14, Rating: 3528, Black and White: 执黑, Result: 胜, Opponent: 李映九
Player: 孔杰, Date: 2009-05-12, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 孔杰, Date: 2009-05-11, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 孔杰, Date: 2009-05-09, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 孔杰, Date: 2009-04-11, Rating: 3523, Black and White: 执黑, Result: 负, Opponent: 河野临
Player: 孔杰, Date: 2009-04-07, Rating: 3523, Black and White: 执白, Result: 负, Opponent: 时越
Player: 孔杰, Date: 2009-03-31, Rating: 3522, Black and White: 执白, Result: 胜, Opponent: 柁嘉熹
Player: 孔杰, Date: 2009-02-28, Rating: 3518, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2009-02-17, Rating: 3517, Black and White: 执黑, Result: 胜, Opponent: 朱元豪
Player: 孔杰, Date: 2009-02-17, Rating: 3517, Black and White: 执黑, Result: 胜, Opponent: 方捷
Player: 孔杰, Date: 2009-02-15, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 王垚
Player: 孔杰, Date: 2009-02-13, Rating: 3517, Black and White: 执黑, Result: 负, Opponent: 李喆
Player: 孔杰, Date: 2009-02-11, Rating: 3516, Black and White: 执白, Result: 胜, Opponent: 张强
Player: 孔杰, Date: 2009-02-08, Rating: 3516, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2009-01-21, Rating: 3514, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2009-01-19, Rating: 3514, Black and White: 执白, Result: 负, Opponent: 李世石
Player: 李昌镐, Date: 2009-12-20, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 姜儒泽
Player: 李昌镐, Date: 2009-12-14, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 李昌镐, Date: 2009-12-10, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 李昌镐, Date: 2009-12-08, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 李昌镐, Date: 2009-12-03, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 元晟溱
Player: 李昌镐, Date: 2009-12-02, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 2009-12-01, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 李昌镐, Date: 2009-11-30, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 2009-11-18, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 金成宰
Player: 李昌镐, Date: 2009-11-16, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 金成宰
Player: 李昌镐, Date: 2009-11-13, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 李昌镐, Date: 2009-11-11, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 朴文垚
Player: 李昌镐, Date: 2009-11-09, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 李昌镐, Date: 2009-11-07, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 尹峻相
Player: 李昌镐, Date: 2009-11-05, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 李昌镐, Date: 2009-11-04, Rating: 3500, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 李昌镐, Date: 2009-11-02, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 邱峻
Player: 李昌镐, Date: 2009-10-29, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 金炯佑
Player: 李昌镐, Date: 2009-10-28, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 赵惠连
Player: 李昌镐, Date: 2009-10-25, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 李昌镐, Date: 2009-10-19, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2009-10-17, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 尹峻相
Player: 李昌镐, Date: 2009-10-14, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 周睿羊
Player: 李昌镐, Date: 2009-10-13, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 李昌镐, Date: 2009-10-09, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2009-10-06, Rating: 3499, Black and White: 执白, Result: 胜, Opponent: 韩尚勋
Player: 李昌镐, Date: 2009-09-24, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 尹盛铉
Player: 李昌镐, Date: 2009-09-16, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-09-11, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 孔杰
Player: 李昌镐, Date: 2009-09-10, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 洪基杓
Player: 李昌镐, Date: 2009-08-30, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 金成宰
Player: 李昌镐, Date: 2009-08-25, Rating: 3499, Black and White: 执白, Result: 胜, Opponent: 安亨浚
Player: 李昌镐, Date: 2009-08-21, Rating: 3499, Black and White: 执黑, Result: 胜, Opponent: 柳东完
Player: 李昌镐, Date: 2009-08-19, Rating: 3499, Black and White: 执白, Result: 负, Opponent: 金志锡
Player: 李昌镐, Date: 2009-08-12, Rating: 3499, Black and White: 执黑, Result: 负, Opponent: 金志锡
Player: 李昌镐, Date: 2009-08-04, Rating: 3500, Black and White: 执黑, Result: 负, Opponent: 金承俊
Player: 李昌镐, Date: 2009-08-01, Rating: 3500, Black and White: 执白, Result: 胜, Opponent: 金志锡
Player: 李昌镐, Date: 2009-07-25, Rating: 3501, Black and White: 执黑, Result: 胜, Opponent: 韩雄奎
Player: 李昌镐, Date: 2009-07-23, Rating: 3501, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 李昌镐, Date: 2009-07-16, Rating: 3501, Black and White: 执白, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2009-07-15, Rating: 3501, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 李昌镐, Date: 2009-07-06, Rating: 3502, Black and White: 执黑, Result: 负, Opponent: 姜东润
Player: 李昌镐, Date: 2009-07-04, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 李昌镐, Date: 2009-07-01, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 李载雄
Player: 李昌镐, Date: 2009-06-29, Rating: 3502, Black and White: 执黑, Result: 胜, Opponent: 李熙星
Player: 李昌镐, Date: 2009-06-24, Rating: 3502, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 李昌镐, Date: 2009-06-22, Rating: 3502, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 李昌镐, Date: 2009-06-19, Rating: 3503, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-06-17, Rating: 3503, Black and White: 执白, Result: 负, Opponent: 白洪淅
Player: 李昌镐, Date: 2009-06-11, Rating: 3503, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 李昌镐, Date: 2009-06-10, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 结城聪
Player: 李昌镐, Date: 2009-06-06, Rating: 3504, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 李昌镐, Date: 2009-06-02, Rating: 3504, Black and White: 执黑, Result: 胜, Opponent: 安亨浚
Player: 李昌镐, Date: 2009-05-31, Rating: 3504, Black and White: 执黑, Result: 胜, Opponent: 朴承华
Player: 李昌镐, Date: 2009-05-20, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 井山裕太
Player: 李昌镐, Date: 2009-05-18, Rating: 3505, Black and White: 执白, Result: 胜, Opponent: 柁嘉熹
Player: 李昌镐, Date: 2009-05-01, Rating: 3506, Black and White: 执白, Result: 胜, Opponent: 金炯佑
Player: 李昌镐, Date: 2009-04-23, Rating: 3506, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-04-13, Rating: 3507, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 李昌镐, Date: 2009-03-26, Rating: 3508, Black and White: 执白, Result: 负, Opponent: 朴文垚
Player: 李昌镐, Date: 2009-03-22, Rating: 3508, Black and White: 执黑, Result: 胜, Opponent: 朱元豪
Player: 李昌镐, Date: 2009-03-16, Rating: 3508, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 李昌镐, Date: 2009-03-16, Rating: 3508, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 李昌镐, Date: 2009-03-07, Rating: 3509, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-03-05, Rating: 3509, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-03-03, Rating: 3509, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-02-28, Rating: 3509, Black and White: 执黑, Result: 胜, Opponent: 金庭贤
Player: 李昌镐, Date: 2009-02-02, Rating: 3511, Black and White: 执白, Result: 胜, Opponent: 李世石
Player: 李昌镐, Date: 2009-02-02, Rating: 3511, Black and White: 执黑, Result: 胜, Opponent: 姜东润
Player: 李昌镐, Date: 2009-01-14, Rating: 3511, Black and White: 执黑, Result: 负, Opponent: 崔哲瀚
Player: 李昌镐, Date: 2009-01-10, Rating: 3511, Black and White: 执白, Result: 负, Opponent: 朴廷桓
Player: 李昌镐, Date: 2009-01-05, Rating: 3512, Black and White: 执白, Result: 胜, Opponent: 裴俊熙
Player: 崔哲瀚, Date: 2009-12-30, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 安祚永
Player: 崔哲瀚, Date: 2009-12-19, Rating: 3529, Black and White: 执黑, Result: 胜, Opponent: 彭立尧
