Player: 李昌镐, Date: 2003-12-31, Rating: 3528, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 古力, Date: 2003-03-15, Rating: 3461, Black and White: 执黑, Result: 负, Opponent: 黄奕中
Player: 古力, Date: 2003-03-13, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 古力, Date: 2003-03-03, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 古力, Date: 2003-03-01, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 古力, Date: 2003-02-27, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 丁伟
Player: 古力, Date: 2003-02-25, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 古力, Date: 2003-02-16, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 刘菁
Player: 古力, Date: 2003-02-12, Rating: 3457, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 古力, Date: 2003-01-09, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 邵炜刚
Player: 李世石, Date: 2003-12-29, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 李世石, Date: 2003-10-28, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 赵汉乘
Player: 李世石, Date: 2003-10-16, Rating: 3453, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 李世石, Date: 2003-09-30, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李世石, Date: 2003-09-17, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 李世石, Date: 2003-08-29, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 韩钟振
Player: 李世石, Date: 2003-08-27, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李世石, Date: 2003-08-14, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李世石, Date: 2003-08-08, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 崔原踊
Player: 李世石, Date: 2003-07-25, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 尹炫皙
Player: 李世石, Date: 2003-07-22, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 安祚永
Player: 李世石, Date: 2003-07-07, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 李世石, Date: 2003-07-05, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 李世石, Date: 2003-06-30, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李世石, Date: 2003-06-27, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 李世石, Date: 2003-06-25, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 李相勋(大)
Player: 李世石, Date: 2003-06-19, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 李世石, Date: 2003-06-11, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 金万树
Player: 李世石, Date: 2003-06-07, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 小林觉
Player: 李世石, Date: 2003-06-03, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 许映皓
Player: 李世石, Date: 2003-05-30, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2003-05-28, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2003-05-21, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 李世石, Date: 2003-05-09, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 尹盛铉
Player: 李世石, Date: 2003-05-06, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 李世石, Date: 2003-05-03, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 李世石, Date: 2003-04-29, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 王立诚
Player: 李世石, Date: 2003-04-28, Rating: 3451, Black and White: 执白, Result: 负, Opponent: 依田纪基
Player: 李世石, Date: 2003-04-27, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 刘菁
Player: 李世石, Date: 2003-04-23, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 洪章植
Player: 李世石, Date: 2003-04-21, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 尹炫皙
Player: 李世石, Date: 2003-04-19, Rating: 3452, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 李世石, Date: 2003-04-17, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 李世石, Date: 2003-04-14, Rating: 3452, Black and White: 执白, Result: 胜, Opponent: 羽根直树
Player: 李世石, Date: 2003-04-09, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2003-04-05, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2003-04-04, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 柳才馨
Player: 李世石, Date: 2003-03-27, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2003-03-25, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2003-03-22, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2003-03-10, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 金荣三
Player: 李世石, Date: 2003-03-06, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 朴正祥
Player: 李世石, Date: 2003-02-27, Rating: 3452, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2003-02-25, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2003-02-22, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2003-02-19, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 金秀壮
Player: 李世石, Date: 2003-02-11, Rating: 3452, Black and White: 执黑, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2003-02-04, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 金孝坤
Player: 李世石, Date: 2003-01-29, Rating: 3451, Black and White: 执黑, Result: 胜, Opponent: 崔明勋
Player: 李世石, Date: 2003-01-20, Rating: 3450, Black and White: 执黑, Result: 负, Opponent: 安永吉
Player: 李世石, Date: 2003-01-07, Rating: 3449, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 孔杰, Date: 2003-12-29, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 孔杰, Date: 2003-12-25, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 孔杰, Date: 2003-12-18, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 刘世振
Player: 孔杰, Date: 2003-12-11, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 李君凯
Player: 孔杰, Date: 2003-11-30, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2003-11-27, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 张学斌
Player: 孔杰, Date: 2003-11-23, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2003-11-20, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 王立诚
Player: 孔杰, Date: 2003-11-13, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 赵哲伦
Player: 孔杰, Date: 2003-11-06, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 李喆
Player: 孔杰, Date: 2003-10-30, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 陈临新
Player: 孔杰, Date: 2003-10-23, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 王檄
Player: 孔杰, Date: 2003-10-16, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 王垚
Player: 孔杰, Date: 2003-10-12, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 孔杰, Date: 2003-10-09, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 古灵益
Player: 孔杰, Date: 2003-09-30, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 王立诚
Player: 孔杰, Date: 2003-09-24, Rating: 3454, Black and White: 执黑, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2003-09-15, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2003-09-11, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 杭天鹏
Player: 孔杰, Date: 2003-09-04, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 黄奕中
Player: 孔杰, Date: 2003-08-27, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2003-08-21, Rating: 3454, Black and White: 执白, Result: 负, Opponent: 俞斌
Player: 孔杰, Date: 2003-08-11, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2003-08-07, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 刘小光
Player: 孔杰, Date: 2003-08-04, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 孔杰, Date: 2003-07-24, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 王煜辉
Player: 孔杰, Date: 2003-07-17, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 周逵
Player: 孔杰, Date: 2003-07-10, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 王亦民
Player: 孔杰, Date: 2003-07-03, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 邵炜刚
Player: 孔杰, Date: 2003-06-30, Rating: 3453, Black and White: 执黑, Result: 胜, Opponent: 宋泰坤
Player: 孔杰, Date: 2003-06-29, Rating: 3453, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 孔杰, Date: 2003-05-27, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2003-05-26, Rating: 3451, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 孔杰, Date: 2003-05-23, Rating: 3451, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2003-05-22, Rating: 3450, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 孔杰, Date: 2003-05-21, Rating: 3450, Black and White: 执白, Result: 胜, Opponent: 郑弘
Player: 孔杰, Date: 2003-05-16, Rating: 3450, Black and White: 执黑, Result: 胜, Opponent: 刘菁
Player: 孔杰, Date: 2003-04-23, Rating: 3448, Black and White: 执白, Result: 负, Opponent: 古力
Player: 孔杰, Date: 2003-04-20, Rating: 3447, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2003-04-19, Rating: 3447, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 孔杰, Date: 2003-04-17, Rating: 3447, Black and White: 执白, Result: 胜, Opponent: 方捷
Player: 孔杰, Date: 2003-03-24, Rating: 3444, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2003-03-09, Rating: 3443, Black and White: 执白, Result: 胜, Opponent: 刘星
Player: 孔杰, Date: 2003-02-27, Rating: 3442, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 孔杰, Date: 2003-02-25, Rating: 3442, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 孔杰, Date: 2003-02-19, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2003-02-18, Rating: 3441, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 孔杰, Date: 2003-02-12, Rating: 3440, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 孔杰, Date: 2003-01-09, Rating: 3436, Black and White: 执黑, Result: 胜, Opponent: 刘菁
Player: 谢赫, Date: 2003-12-25, Rating: 3430, Black and White: 执白, Result: 负, Opponent: 金主镐
Player: 谢赫, Date: 2003-12-18, Rating: 3430, Black and White: 执白, Result: 负, Opponent: 周俊勋
Player: 谢赫, Date: 2003-12-11, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 周逵
Player: 谢赫, Date: 2003-12-09, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 杨一80
Player: 谢赫, Date: 2003-12-06, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 谢赫, Date: 2003-12-04, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 张维
Player: 谢赫, Date: 2003-11-27, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 陈耀烨
Player: 谢赫, Date: 2003-11-20, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 方捷
Player: 谢赫, Date: 2003-11-13, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 谢赫, Date: 2003-11-05, Rating: 3430, Black and White: 执白, Result: 负, Opponent: 朴永训
Player: 谢赫, Date: 2003-11-04, Rating: 3430, Black and White: 执黑, Result: 负, Opponent: 朴永训
Player: 谢赫, Date: 2003-11-01, Rating: 3431, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 谢赫, Date: 2003-10-23, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 谢赫, Date: 2003-10-15, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 谢赫, Date: 2003-09-11, Rating: 3431, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 谢赫, Date: 2003-09-07, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 李劼
Player: 谢赫, Date: 2003-09-04, Rating: 3431, Black and White: 执黑, Result: 胜, Opponent: 陈临新
Player: 谢赫, Date: 2003-08-29, Rating: 3431, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 谢赫, Date: 2003-08-27, Rating: 3430, Black and White: 执黑, Result: 胜, Opponent: 李载雄
Player: 谢赫, Date: 2003-08-21, Rating: 3430, Black and White: 执白, Result: 胜, Opponent: 陈耀烨
Player: 谢赫, Date: 2003-08-11, Rating: 3429, Black and White: 执白, Result: 负, Opponent: 周俊勋
Player: 谢赫, Date: 2003-08-07, Rating: 3429, Black and White: 执白, Result: 胜, Opponent: 段嵘
Player: 谢赫, Date: 2003-05-27, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 王垚
Player: 谢赫, Date: 2003-05-26, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 谢赫, Date: 2003-05-23, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 谢赫, Date: 2003-05-22, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 张学斌
Player: 谢赫, Date: 2003-05-21, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 古力
