Player: 李昌镐, Date: 2004-12-20, Rating: 3522, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 古力, Date: 2004-09-01, Rating: 3475, Black and White: 执黑, Result: 胜, Opponent: 洪旼杓
Player: 古力, Date: 2004-08-23, Rating: 3474, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 古力, Date: 2004-08-21, Rating: 3474, Black and White: 执白, Result: 胜, Opponent: 山下敬吾
Player: 古力, Date: 2004-08-13, Rating: 3474, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 古力, Date: 2004-08-12, Rating: 3474, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 古力, Date: 2004-08-10, Rating: 3474, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 古力, Date: 2004-08-08, Rating: 3474, Black and White: 执黑, Result: 负, Opponent: 王檄
Player: 古力, Date: 2004-08-03, Rating: 3474, Black and White: 执黑, Result: 胜, Opponent: 金荣三
Player: 古力, Date: 2004-07-01, Rating: 3472, Black and White: 执黑, Result: 负, Opponent: 古灵益
Player: 古力, Date: 2004-06-22, Rating: 3472, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 古力, Date: 2004-06-20, Rating: 3472, Black and White: 执白, Result: 胜, Opponent: 罗洗河
Player: 古力, Date: 2004-06-17, Rating: 3472, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 古力, Date: 2004-06-08, Rating: 3472, Black and White: 执黑, Result: 负, Opponent: 周鹤洋
Player: 古力, Date: 2004-05-27, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 古力, Date: 2004-05-20, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 古力, Date: 2004-05-11, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 古力, Date: 2004-05-08, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 加藤正夫
Player: 古力, Date: 2004-05-06, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 刘小光
Player: 古力, Date: 2004-05-02, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 古力, Date: 2004-04-29, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 赵哲伦
Player: 古力, Date: 2004-04-27, Rating: 3470, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 古力, Date: 2004-04-20, Rating: 3470, Black and White: 执黑, Result: 负, Opponent: 山下敬吾
Player: 古力, Date: 2004-04-15, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 周逵
Player: 古力, Date: 2004-04-10, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 周俊勋
Player: 古力, Date: 2004-03-31, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2004-03-29, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 谢赫
Player: 古力, Date: 2004-03-20, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 元晟溱
Player: 古力, Date: 2004-03-19, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 古力, Date: 2004-02-28, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 古力, Date: 2004-02-25, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 周鹤洋
Player: 古力, Date: 2004-02-18, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 古力, Date: 2004-02-12, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 古力, Date: 2004-02-11, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 元晟溱
Player: 古力, Date: 2004-02-05, Rating: 3471, Black and White: 执黑, Result: 负, Opponent: 胡耀宇
Player: 李世石, Date: 2004-12-30, Rating: 3488, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2004-12-13, Rating: 3488, Black and White: 执黑, Result: 胜, Opponent: 黄元俊
Player: 李世石, Date: 2004-12-09, Rating: 3488, Black and White: 执白, Result: 胜, Opponent: 王檄
Player: 李世石, Date: 2004-12-07, Rating: 3488, Black and White: 执黑, Result: 胜, Opponent: 王檄
Player: 李世石, Date: 2004-12-02, Rating: 3487, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 李世石, Date: 2004-11-28, Rating: 3487, Black and White: 执白, Result: 胜, Opponent: 宋泰坤
Player: 李世石, Date: 2004-11-19, Rating: 3486, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 李世石, Date: 2004-11-18, Rating: 3486, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 李世石, Date: 2004-11-16, Rating: 3486, Black and White: 执白, Result: 胜, Opponent: 古力
Player: 李世石, Date: 2004-11-11, Rating: 3486, Black and White: 执白, Result: 负, Opponent: 刘星
Player: 李世石, Date: 2004-10-31, Rating: 3485, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2004-10-28, Rating: 3485, Black and White: 执白, Result: 胜, Opponent: 赵哲伦
Player: 李世石, Date: 2004-10-26, Rating: 3484, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2004-10-18, Rating: 3484, Black and White: 执白, Result: 负, Opponent: 安达勋
Player: 李世石, Date: 2004-10-06, Rating: 3484, Black and White: 执白, Result: 胜, Opponent: 王磊
Player: 李世石, Date: 2004-09-26, Rating: 3484, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2004-09-23, Rating: 3483, Black and White: 执白, Result: 负, Opponent: 崔哲瀚
Player: 李世石, Date: 2004-09-08, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 芮乃伟
Player: 李世石, Date: 2004-09-03, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 胡耀宇
Player: 李世石, Date: 2004-09-01, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 曹大元
Player: 李世石, Date: 2004-08-29, Rating: 3483, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 李世石, Date: 2004-08-27, Rating: 3483, Black and White: 执白, Result: 胜, Opponent: 孔杰
Player: 李世石, Date: 2004-08-25, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 周鹤洋
Player: 李世石, Date: 2004-08-23, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 李世石, Date: 2004-08-21, Rating: 3482, Black and White: 执黑, Result: 胜, Opponent: 周俊勋
Player: 李世石, Date: 2004-08-17, Rating: 3482, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2004-08-08, Rating: 3481, Black and White: 执白, Result: 胜, Opponent: 朴永训
Player: 李世石, Date: 2004-08-04, Rating: 3480, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2004-07-30, Rating: 3480, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2004-07-26, Rating: 3480, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2004-07-20, Rating: 3479, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2004-07-16, Rating: 3479, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 李世石, Date: 2004-07-09, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2004-07-07, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2004-07-05, Rating: 3478, Black and White: 执白, Result: 胜, Opponent: 安祚永
Player: 李世石, Date: 2004-07-02, Rating: 3477, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 李世石, Date: 2004-07-02, Rating: 3477, Black and White: 执白, Result: 胜, Opponent: 金成龙
Player: 李世石, Date: 2004-06-27, Rating: 3476, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 李世石, Date: 2004-06-26, Rating: 3476, Black and White: 执黑, Result: 胜, Opponent: 金主镐
Player: 李世石, Date: 2004-06-24, Rating: 3476, Black and White: 执白, Result: 胜, Opponent: 胡耀宇
Player: 李世石, Date: 2004-06-17, Rating: 3475, Black and White: 执白, Result: 负, Opponent: 古力
Player: 李世石, Date: 2004-06-10, Rating: 3474, Black and White: 执黑, Result: 负, Opponent: 谢赫
Player: 李世石, Date: 2004-06-03, Rating: 3473, Black and White: 执白, Result: 负, Opponent: 元晟溱
Player: 李世石, Date: 2004-06-02, Rating: 3473, Black and White: 执白, Result: 胜, Opponent: 芮乃伟
Player: 李世石, Date: 2004-05-27, Rating: 3472, Black and White: 执黑, Result: 负, Opponent: 刘星
Player: 李世石, Date: 2004-05-23, Rating: 3472, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李世石, Date: 2004-05-20, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 江鸣久
Player: 李世石, Date: 2004-05-12, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 金江根
Player: 李世石, Date: 2004-05-04, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 柳才馨
Player: 李世石, Date: 2004-04-20, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 孔杰
Player: 李世石, Date: 2004-04-12, Rating: 3467, Black and White: 执黑, Result: 负, Opponent: 周俊勋
Player: 李世石, Date: 2004-04-06, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李世石, Date: 2004-03-26, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 赵汉乘
Player: 李世石, Date: 2004-03-23, Rating: 3466, Black and White: 执黑, Result: 负, Opponent: 丁伟
Player: 李世石, Date: 2004-03-22, Rating: 3466, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 李世石, Date: 2004-03-21, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 王铭琬
Player: 李世石, Date: 2004-03-12, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 朴升哲
Player: 李世石, Date: 2004-03-10, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 安达勋
Player: 孔杰, Date: 2004-12-14, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 华学明
Player: 孔杰, Date: 2004-12-11, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2004-12-02, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 张学斌
Player: 孔杰, Date: 2004-11-28, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 邵炜刚
Player: 孔杰, Date: 2004-11-28, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 周鹤洋
Player: 孔杰, Date: 2004-11-27, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 孔杰, Date: 2004-11-18, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 黄奕中
Player: 孔杰, Date: 2004-11-09, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 俞斌
Player: 孔杰, Date: 2004-11-04, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 聂卫平
Player: 孔杰, Date: 2004-11-02, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 刘星
Player: 孔杰, Date: 2004-10-26, Rating: 3460, Black and White: 执白, Result: 负, Opponent: 赵汉乘
Player: 孔杰, Date: 2004-10-21, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 杨一80
Player: 孔杰, Date: 2004-10-09, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 邵炜刚
Player: 孔杰, Date: 2004-09-11, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 王雷
Player: 孔杰, Date: 2004-09-03, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 孔杰, Date: 2004-09-01, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 孔杰, Date: 2004-08-27, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 李世石
Player: 孔杰, Date: 2004-08-25, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 孔杰, Date: 2004-08-23, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 孔杰, Date: 2004-08-21, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 安得列
Player: 孔杰, Date: 2004-08-06, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 罗洗河
Player: 孔杰, Date: 2004-08-03, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 赵惠连
Player: 孔杰, Date: 2004-06-17, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 孔杰, Date: 2004-06-12, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 孔杰, Date: 2004-05-20, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 崔哲瀚
Player: 孔杰, Date: 2004-05-18, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 周俊勋
Player: 孔杰, Date: 2004-05-13, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 李喆
Player: 孔杰, Date: 2004-05-06, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 彭荃
Player: 孔杰, Date: 2004-04-27, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 古力
Player: 孔杰, Date: 2004-04-24, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 常昊
Player: 孔杰, Date: 2004-04-22, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 孔杰, Date: 2004-04-20, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 孔杰, Date: 2004-04-15, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 邹俊杰
Player: 孔杰, Date: 2004-04-12, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 宋泰坤
Player: 孔杰, Date: 2004-04-10, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 高尾绅路
Player: 孔杰, Date: 2004-03-23, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 崔哲瀚
Player: 孔杰, Date: 2004-03-22, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 张栩
Player: 孔杰, Date: 2004-03-17, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 俞斌
Player: 孔杰, Date: 2004-02-26, Rating: 3456, Black and White: 执黑, Result: 负, Opponent: 俞斌
Player: 孔杰, Date: 2004-02-03, Rating: 3454, Black and White: 执黑, Result: 负, Opponent: 邱峻
Player: 孔杰, Date: 2004-02-02, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 孔杰, Date: 2004-01-17, Rating: 3454, Black and White: 执白, Result: 胜, Opponent: 邱峻
Player: 孔杰, Date: 2004-01-09, Rating: 3453, Black and White: 执白, Result: 负, Opponent: 邵炜刚
Player: 崔哲瀚, Date: 2004-12-28, Rating: 3467, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2004-12-26, Rating: 3466, Black and White: 执黑, Result: 胜, Opponent: 常昊
Player: 崔哲瀚, Date: 2004-12-03, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 安达勋
Player: 崔哲瀚, Date: 2004-11-27, Rating: 3465, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 崔哲瀚, Date: 2004-11-26, Rating: 3465, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 崔哲瀚, Date: 2004-11-21, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 睦镇硕
Player: 崔哲瀚, Date: 2004-11-19, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 安达勋
Player: 崔哲瀚, Date: 2004-11-12, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 安达勋
Player: 崔哲瀚, Date: 2004-10-31, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2004-10-19, Rating: 3461, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 崔哲瀚, Date: 2004-10-10, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 朴永训
Player: 崔哲瀚, Date: 2004-10-07, Rating: 3460, Black and White: 执黑, Result: 负, Opponent: 古力
Player: 崔哲瀚, Date: 2004-10-01, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 金成龙
Player: 崔哲瀚, Date: 2004-09-23, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 李世石
Player: 崔哲瀚, Date: 2004-09-21, Rating: 3459, Black and White: 执白, Result: 负, Opponent: 安永吉
Player: 崔哲瀚, Date: 2004-09-19, Rating: 3458, Black and White: 执白, Result: 负, Opponent: 宋泰坤
Player: 崔哲瀚, Date: 2004-09-16, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 山下敬吾
Player: 崔哲瀚, Date: 2004-09-13, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 崔哲瀚, Date: 2004-09-10, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 崔哲瀚, Date: 2004-09-08, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 彭荃
Player: 崔哲瀚, Date: 2004-09-06, Rating: 3458, Black and White: 执白, Result: 胜, Opponent: 彭荃
Player: 崔哲瀚, Date: 2004-09-03, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 罗洗河
Player: 崔哲瀚, Date: 2004-09-01, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 羽根直树
Player: 崔哲瀚, Date: 2004-08-27, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 常昊
Player: 崔哲瀚, Date: 2004-08-25, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 崔哲瀚, Date: 2004-08-23, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 坂井秀至
