Player: 李昌镐, Date: 1992-12-30, Rating: 3485, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1992-09-07, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 韩铁均
Player: 李昌镐, Date: 1992-09-04, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1992-09-01, Rating: 3471, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1992-08-27, Rating: 3471, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 李昌镐, Date: 1992-08-25, Rating: 3471, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-08-17, Rating: 3470, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-08-13, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-08-10, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 李昌镐, Date: 1992-08-06, Rating: 3470, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-07-31, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 金坐基
Player: 李昌镐, Date: 1992-07-29, Rating: 3469, Black and White: 执白, Result: 胜, Opponent: 金哲中
Player: 李昌镐, Date: 1992-07-24, Rating: 3468, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-07-21, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-07-15, Rating: 3468, Black and White: 执白, Result: 负, Opponent: 芮乃伟
Player: 李昌镐, Date: 1992-07-09, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 李昌镐, Date: 1992-07-04, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-07-02, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 尹炫皙
Player: 李昌镐, Date: 1992-07-01, Rating: 3467, Black and White: 执白, Result: 胜, Opponent: 金秀壮
Player: 李昌镐, Date: 1992-06-27, Rating: 3467, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 李昌镐, Date: 1992-06-23, Rating: 3467, Black and White: 执黑, Result: 胜, Opponent: 朴映璨
Player: 李昌镐, Date: 1992-06-19, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-06-15, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-06-12, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 张秀英
Player: 李昌镐, Date: 1992-06-09, Rating: 3466, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 李昌镐, Date: 1992-06-02, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 金坐基
Player: 李昌镐, Date: 1992-05-30, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1992-05-27, Rating: 3465, Black and White: 执黑, Result: 胜, Opponent: 金寅
Player: 李昌镐, Date: 1992-05-25, Rating: 3465, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-05-22, Rating: 3464, Black and White: 执黑, Result: 负, Opponent: 曹薰铉
Player: 李昌镐, Date: 1992-05-20, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-05-18, Rating: 3464, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-05-15, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 洪太善
Player: 李昌镐, Date: 1992-05-12, Rating: 3464, Black and White: 执白, Result: 胜, Opponent: 曹薰铉
Player: 李昌镐, Date: 1992-05-09, Rating: 3463, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-05-06, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 李昌镐, Date: 1992-05-04, Rating: 3463, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-05-01, Rating: 3463, Black and White: 执白, Result: 胜, Opponent: 姜勋(大)
Player: 李昌镐, Date: 1992-04-27, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 郑寿铉
Player: 李昌镐, Date: 1992-04-24, Rating: 3462, Black and White: 执白, Result: 负, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-04-20, Rating: 3462, Black and White: 执黑, Result: 胜, Opponent: 尹炫皙
Player: 李昌镐, Date: 1992-04-15, Rating: 3461, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-04-13, Rating: 3461, Black and White: 执白, Result: 胜, Opponent: 许壮会
Player: 李昌镐, Date: 1992-04-04, Rating: 3460, Black and White: 执黑, Result: 负, Opponent: 车泽武
Player: 李昌镐, Date: 1992-03-31, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 徐能旭
Player: 李昌镐, Date: 1992-03-25, Rating: 3460, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-03-21, Rating: 3460, Black and White: 执黑, Result: 负, Opponent: 徐能旭
Player: 李昌镐, Date: 1992-03-20, Rating: 3460, Black and White: 执黑, Result: 胜, Opponent: 姜勋(大)
Player: 李昌镐, Date: 1992-03-17, Rating: 3459, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-03-12, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 李东奎
Player: 李昌镐, Date: 1992-03-10, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 许壮会
Player: 李昌镐, Date: 1992-03-07, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 结城聪
Player: 李昌镐, Date: 1992-03-03, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 李昌镐, Date: 1992-02-28, Rating: 3459, Black and White: 执白, Result: 胜, Opponent: 徐能旭
Player: 李昌镐, Date: 1992-02-23, Rating: 3459, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 李昌镐, Date: 1992-02-18, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 金秀壮
Player: 李昌镐, Date: 1992-02-15, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 李昌镐, Date: 1992-02-07, Rating: 3458, Black and White: 执黑, Result: 胜, Opponent: 刘小光
Player: 李昌镐, Date: 1992-02-07, Rating: 3458, Black and White: 执黑, Result: 负, Opponent: 林海峰
Player: 李昌镐, Date: 1992-01-29, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-01-27, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 林海峰
Player: 李昌镐, Date: 1992-01-25, Rating: 3457, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 李昌镐, Date: 1992-01-23, Rating: 3457, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 李昌镐, Date: 1992-01-16, Rating: 3457, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 李昌镐, Date: 1992-01-10, Rating: 3456, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-12-30, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-12-21, Rating: 3427, Black and White: 执白, Result: 负, Opponent: 徐能旭
Player: 曹薰铉, Date: 1992-12-17, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-12-11, Rating: 3427, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-12-07, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-12-04, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-11-30, Rating: 3427, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1992-11-19, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-11-14, Rating: 3427, Black and White: 执白, Result: 胜, Opponent: 黄元俊
Player: 曹薰铉, Date: 1992-11-11, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-11-09, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 金秀壮
Player: 曹薰铉, Date: 1992-11-04, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 马晓春
Player: 曹薰铉, Date: 1992-10-30, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-10-23, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-10-17, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-10-14, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-10-09, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 白成豪
Player: 曹薰铉, Date: 1992-10-05, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-10-02, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 金秀壮
Player: 曹薰铉, Date: 1992-09-30, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 韩铁均
Player: 曹薰铉, Date: 1992-09-28, Rating: 3426, Black and White: 执白, Result: 胜, Opponent: 崔圭丙
Player: 曹薰铉, Date: 1992-09-26, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-09-24, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-09-24, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-09-21, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 崔圭丙
Player: 曹薰铉, Date: 1992-09-16, Rating: 3426, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-09-15, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-09-08, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1992-09-04, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-09-01, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-08-27, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-08-23, Rating: 3426, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 曹薰铉, Date: 1992-08-22, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 王立诚
Player: 曹薰铉, Date: 1992-08-20, Rating: 3426, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 曹薰铉, Date: 1992-08-14, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 丁铉山
Player: 曹薰铉, Date: 1992-08-13, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1992-08-08, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 吴圭喆
Player: 曹薰铉, Date: 1992-08-05, Rating: 3425, Black and White: 执黑, Result: 胜, Opponent: 姜勋(大)
Player: 曹薰铉, Date: 1992-07-29, Rating: 3424, Black and White: 执黑, Result: 胜, Opponent: 吴圭喆
Player: 曹薰铉, Date: 1992-07-15, Rating: 3423, Black and White: 执白, Result: 负, Opponent: 淡路修三
Player: 曹薰铉, Date: 1992-07-08, Rating: 3423, Black and White: 执黑, Result: 胜, Opponent: 金荣桓
Player: 曹薰铉, Date: 1992-06-23, Rating: 3422, Black and White: 执黑, Result: 负, Opponent: 金秀壮
Player: 曹薰铉, Date: 1992-06-15, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 梁宰豪
Player: 曹薰铉, Date: 1992-06-06, Rating: 3422, Black and White: 执白, Result: 负, Opponent: 刘小光
Player: 曹薰铉, Date: 1992-05-30, Rating: 3422, Black and White: 执白, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-05-22, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-05-19, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 石田芳夫
Player: 曹薰铉, Date: 1992-05-12, Rating: 3421, Black and White: 执黑, Result: 负, Opponent: 李昌镐
Player: 曹薰铉, Date: 1992-05-07, Rating: 3421, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-04-11, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-04-06, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 彭景华
Player: 曹薰铉, Date: 1992-03-31, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-03-09, Rating: 3422, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-03-04, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1992-02-26, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-02-21, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1992-02-11, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 徐能旭
Player: 曹薰铉, Date: 1992-02-06, Rating: 3422, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-01-30, Rating: 3421, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 曹薰铉, Date: 1992-01-27, Rating: 3421, Black and White: 执黑, Result: 负, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-01-18, Rating: 3421, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 曹薰铉, Date: 1992-01-13, Rating: 3421, Black and White: 执白, Result: 胜, Opponent: 车修权
Player: 曹薰铉, Date: 1992-01-07, Rating: 3421, Black and White: 执黑, Result: 负, Opponent: 郑寿铉
Player: 曹薰铉, Date: 1992-01-04, Rating: 3422, Black and White: 执黑, Result: 胜, Opponent: 刘昌赫
Player: 小林光一, Date: 1992-12-18, Rating: 3342, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 小林光一, Date: 1992-12-17, Rating: 3342, Black and White: 执白, Result: 胜, Opponent: 马晓春
Player: 小林光一, Date: 1992-12-15, Rating: 3342, Black and White: 执黑, Result: 负, Opponent: 马晓春
Player: 小林光一, Date: 1992-12-09, Rating: 3342, Black and White: 执黑, Result: 胜, Opponent: 陈嘉锐
Player: 小林光一, Date: 1992-12-03, Rating: 3343, Black and White: 执白, Result: 负, Opponent: 林海峰
Player: 小林光一, Date: 1992-11-25, Rating: 3343, Black and White: 执白, Result: 负, Opponent: 藤泽秀行
Player: 小林光一, Date: 1992-11-19, Rating: 3344, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 小林光一, Date: 1992-11-16, Rating: 3344, Black and White: 执黑, Result: 胜, Opponent: 藤泽秀行
Player: 小林光一, Date: 1992-11-11, Rating: 3344, Black and White: 执白, Result: 胜, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-11-04, Rating: 3345, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-10-31, Rating: 3345, Black and White: 执黑, Result: 胜, Opponent: 小松英树
Player: 小林光一, Date: 1992-10-28, Rating: 3345, Black and White: 执白, Result: 负, Opponent: 藤泽秀行
Player: 小林光一, Date: 1992-10-21, Rating: 3346, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-10-19, Rating: 3346, Black and White: 执黑, Result: 负, Opponent: 藤泽秀行
Player: 小林光一, Date: 1992-10-14, Rating: 3346, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-10-08, Rating: 3347, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 小林光一, Date: 1992-10-06, Rating: 3347, Black and White: 执白, Result: 胜, Opponent: 藤泽秀行
Player: 小林光一, Date: 1992-09-30, Rating: 3348, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-09-24, Rating: 3349, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-09-21, Rating: 3349, Black and White: 执白, Result: 胜, Opponent: 清成哲也
Player: 小林光一, Date: 1992-09-17, Rating: 3350, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 小林光一, Date: 1992-09-09, Rating: 3350, Black and White: 执黑, Result: 胜, Opponent: 大竹英雄
Player: 小林光一, Date: 1992-09-03, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 小林光一, Date: 1992-08-26, Rating: 3351, Black and White: 执白, Result: 胜, Opponent: 小林觉
Player: 小林光一, Date: 1992-08-20, Rating: 3352, Black and White: 执白, Result: 负, Opponent: 本田邦久
Player: 小林光一, Date: 1992-08-12, Rating: 3352, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 小林光一, Date: 1992-08-06, Rating: 3353, Black and White: 执黑, Result: 胜, Opponent: 本田邦久
Player: 小林光一, Date: 1992-07-29, Rating: 3353, Black and White: 执黑, Result: 负, Opponent: 小林觉
Player: 小林光一, Date: 1992-07-22, Rating: 3354, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 小林光一, Date: 1992-07-16, Rating: 3354, Black and White: 执白, Result: 胜, Opponent: 小林觉
Player: 小林光一, Date: 1992-07-08, Rating: 3355, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 小林光一, Date: 1992-07-02, Rating: 3355, Black and White: 执黑, Result: 胜, Opponent: 小林觉
Player: 小林光一, Date: 1992-06-25, Rating: 3356, Black and White: 执黑, Result: 负, Opponent: 赵治勋
Player: 小林光一, Date: 1992-06-17, Rating: 3356, Black and White: 执白, Result: 负, Opponent: 赵治勋
Player: 小林光一, Date: 1992-06-09, Rating: 3357, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 小林光一, Date: 1992-06-04, Rating: 3357, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 小林光一, Date: 1992-05-27, Rating: 3358, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 小林光一, Date: 1992-05-21, Rating: 3359, Black and White: 执黑, Result: 胜, Opponent: 小林觉
Player: 小林光一, Date: 1992-05-15, Rating: 3359, Black and White: 执黑, Result: 胜, Opponent: 赵治勋
Player: 小林光一, Date: 1992-05-07, Rating: 3359, Black and White: 执白, Result: 胜, Opponent: 汤川光久
Player: 小林光一, Date: 1992-04-30, Rating: 3360, Black and White: 执黑, Result: 胜, Opponent: 林海峰
Player: 小林光一, Date: 1992-04-16, Rating: 3360, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 小林光一, Date: 1992-04-09, Rating: 3361, Black and White: 执黑, Result: 胜, Opponent: 陈嘉锐
Player: 小林光一, Date: 1992-04-06, Rating: 3361, Black and White: 执白, Result: 负, Opponent: 车泽武
Player: 小林光一, Date: 1992-04-02, Rating: 3361, Black and White: 执黑, Result: 胜, Opponent: 武宫正树
Player: 小林光一, Date: 1992-03-26, Rating: 3361, Black and White: 执白, Result: 负, Opponent: 武宫正树
Player: 小林光一, Date: 1992-03-18, Rating: 3362, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 小林光一, Date: 1992-03-11, Rating: 3363, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 小林光一, Date: 1992-03-07, Rating: 3363, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 小林光一, Date: 1992-03-05, Rating: 3363, Black and White: 执黑, Result: 负, Opponent: 武宫正树
Player: 小林光一, Date: 1992-03-02, Rating: 3363, Black and White: 执白, Result: 胜, Opponent: 加藤正夫
Player: 小林光一, Date: 1992-02-26, Rating: 3364, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 小林光一, Date: 1992-02-22, Rating: 3364, Black and White: 执白, Result: 胜, Opponent: 依田纪基
Player: 小林光一, Date: 1992-02-19, Rating: 3364, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 小林光一, Date: 1992-02-13, Rating: 3365, Black and White: 执黑, Result: 胜, Opponent: 宫泽吾朗
Player: 小林光一, Date: 1992-02-10, Rating: 3365, Black and White: 执白, Result: 胜, Opponent: 片冈聪
Player: 小林光一, Date: 1992-02-05, Rating: 3365, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 小林光一, Date: 1992-01-29, Rating: 3365, Black and White: 执黑, Result: 负, Opponent: 山城宏
Player: 小林光一, Date: 1992-01-23, Rating: 3366, Black and White: 执白, Result: 胜, Opponent: 赵治勋
Player: 小林光一, Date: 1992-01-16, Rating: 3366, Black and White: 执白, Result: 负, Opponent: 山城宏
Player: 小林光一, Date: 1992-01-08, Rating: 3366, Black and White: 执黑, Result: 胜, Opponent: 今村俊也
Player: 赵治勋, Date: 1992-12-24, Rating: 3375, Black and White: 执黑, Result: 负, Opponent: 依田纪基
Player: 赵治勋, Date: 1992-12-05, Rating: 3375, Black and White: 执白, Result: 胜, Opponent: 山城宏
Player: 赵治勋, Date: 1992-12-03, Rating: 3375, Black and White: 执黑, Result: 胜, Opponent: 宫泽吾朗
Player: 赵治勋, Date: 1992-11-27, Rating: 3375, Black and White: 执黑, Result: 负, Opponent: 徐奉洙
Player: 赵治勋, Date: 1992-11-25, Rating: 3375, Black and White: 执白, Result: 负, Opponent: 徐奉洙
Player: 赵治勋, Date: 1992-11-23, Rating: 3375, Black and White: 执黑, Result: 胜, Opponent: 徐奉洙
Player: 赵治勋, Date: 1992-11-19, Rating: 3375, Black and White: 执白, Result: 负, Opponent: 大竹英雄
Player: 赵治勋, Date: 1992-11-15, Rating: 3375, Black and White: 执白, Result: 胜, Opponent: 柳时熏
Player: 赵治勋, Date: 1992-11-12, Rating: 3375, Black and White: 执黑, Result: 胜, Opponent: 大矢浩一
Player: 赵治勋, Date: 1992-11-04, Rating: 3375, Black and White: 执黑, Result: 胜, Opponent: 金秀壮
Player: 赵治勋, Date: 1992-10-18, Rating: 3375, Black and White: 执黑, Result: 胜, Opponent: 王立诚
Player: 赵治勋, Date: 1992-10-15, Rating: 3375, Black and White: 执白, Result: 胜, Opponent: 中村秀仁
Player: 赵治勋, Date: 1992-10-04, Rating: 3375, Black and White: 执白, Result: 胜, Opponent: 大平修三
Player: 赵治勋, Date: 1992-09-24, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 山城宏
Player: 赵治勋, Date: 1992-09-14, Rating: 3374, Black and White: 执白, Result: 负, Opponent: 王立诚
Player: 赵治勋, Date: 1992-09-03, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 石田芳夫
Player: 赵治勋, Date: 1992-08-27, Rating: 3374, Black and White: 执黑, Result: 负, Opponent: 加藤正夫
Player: 赵治勋, Date: 1992-08-20, Rating: 3373, Black and White: 执白, Result: 负, Opponent: 曹薰铉
Player: 赵治勋, Date: 1992-08-16, Rating: 3373, Black and White: 执黑, Result: 负, Opponent: 大竹英雄
Player: 赵治勋, Date: 1992-08-13, Rating: 3374, Black and White: 执白, Result: 负, Opponent: 桥本昌二
Player: 赵治勋, Date: 1992-08-10, Rating: 3374, Black and White: 执白, Result: 胜, Opponent: 彦坂直人
Player: 赵治勋, Date: 1992-08-06, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 依田纪基
Player: 赵治勋, Date: 1992-07-29, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 陈临新
Player: 赵治勋, Date: 1992-07-22, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 小林光一
Player: 赵治勋, Date: 1992-07-20, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 赵善津
Player: 赵治勋, Date: 1992-07-17, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 淡路修三
Player: 赵治勋, Date: 1992-07-15, Rating: 3374, Black and White: 执白, Result: 胜, Opponent: 刘昌赫
Player: 赵治勋, Date: 1992-07-08, Rating: 3374, Black and White: 执黑, Result: 胜, Opponent: 小林光一
